"","date","ndvi","year","month","treatment","reproductive","abundance","proportion","sex"
"698",2014-09-01,0.292321390692355,2014,9,"exclosure",1,19,0.0526315789473684,"female"
"699",2014-09-01,0.292321390692355,2014,9,"control",0,4,0,"female"
"700",2014-10-01,0.274091817302015,2014,10,"control",0,2,0,"male"
"701",2014-10-01,0.274091817302015,2014,10,"exclosure",0,3,0,"male"
"702",2014-10-01,0.274091817302015,2014,10,"exclosure",1,17,0.0588235294117647,"female"
"703",2014-10-01,0.274091817302015,2014,10,"control",0,2,0,"female"
"704",2014-11-01,0.22848956046633,2014,11,"control",0,3,0,"male"
"705",2014-11-01,0.22848956046633,2014,11,"exclosure",0,4,0,"male"
"706",2014-11-01,0.22848956046633,2014,11,"control",1,3,0.333333333333333,"female"
"707",2014-11-01,0.22848956046633,2014,11,"exclosure",0,13,0,"female"
"708",2014-12-01,0.145226345377996,2014,12,"exclosure",1,5,0.2,"male"
"709",2014-12-01,0.145226345377996,2014,12,"control",0,1,0,"male"
"710",2014-12-01,0.145226345377996,2014,12,"control",0,2,0,"female"
"711",2014-12-01,0.145226345377996,2014,12,"exclosure",0,9,0,"female"
"712",2015-01-01,0.141130334744742,2015,1,"control",0,1,0,"male"
"713",2015-01-01,0.141130334744742,2015,1,"exclosure",0,3,0,"male"
"714",2015-01-01,0.141130334744742,2015,1,"exclosure",0,9,0,"female"
"715",2015-02-01,0.14761898295654,2015,2,"exclosure",2,6,0.333333333333333,"male"
"716",2015-02-01,0.14761898295654,2015,2,"control",1,2,0.5,"male"
"717",2015-02-01,0.14761898295654,2015,2,"control",1,3,0.333333333333333,"female"
"718",2015-02-01,0.14761898295654,2015,2,"exclosure",5,7,0.714285714285714,"female"
"719",2015-03-01,0.172809666055832,2015,3,"exclosure",1,5,0.2,"male"
"720",2015-03-01,0.172809666055832,2015,3,"control",0,4,0,"male"
"721",2015-03-01,0.172809666055832,2015,3,"exclosure",1,6,0.166666666666667,"female"
"722",2015-04-01,0.188340543546608,2015,4,"exclosure",2,6,0.333333333333333,"male"
"723",2015-04-01,0.188340543546608,2015,4,"control",1,1,1,"male"
"724",2015-04-01,0.188340543546608,2015,4,"exclosure",1,2,0.5,"female"
"725",2015-04-01,0.188340543546608,2015,4,"control",2,2,1,"female"
"726",2015-05-01,0.161484772221508,2015,5,"exclosure",2,6,0.333333333333333,"male"
"727",2015-05-01,0.161484772221508,2015,5,"control",0,2,0,"female"
"728",2015-05-01,0.161484772221508,2015,5,"exclosure",0,3,0,"female"
"729",2015-06-01,0.163261086736402,2015,6,"control",1,2,0.5,"male"
"730",2015-06-01,0.163261086736402,2015,6,"exclosure",0,6,0,"male"
"731",2015-06-01,0.163261086736402,2015,6,"exclosure",2,6,0.333333333333333,"female"
"732",2015-06-01,0.163261086736402,2015,6,"control",0,2,0,"female"
"733",2015-07-01,0.278607676822719,2015,7,"exclosure",1,4,0.25,"male"
"734",2015-07-01,0.278607676822719,2015,7,"control",0,1,0,"male"
"735",2015-07-01,0.278607676822719,2015,7,"control",0,2,0,"female"
"736",2015-07-01,0.278607676822719,2015,7,"exclosure",0,5,0,"female"
"737",2015-08-01,0.298844462112682,2015,8,"control",0,2,0,"male"
"738",2015-08-01,0.298844462112682,2015,8,"exclosure",0,4,0,"male"
"739",2015-08-01,0.298844462112682,2015,8,"control",0,3,0,"female"
"740",2015-08-01,0.298844462112682,2015,8,"exclosure",0,4,0,"female"
"741",2015-09-01,0.290487831521379,2015,9,"exclosure",1,5,0.2,"male"
"742",2015-09-01,0.290487831521379,2015,9,"control",0,3,0,"male"
"743",2015-09-01,0.290487831521379,2015,9,"control",0,2,0,"female"
"744",2015-09-01,0.290487831521379,2015,9,"exclosure",0,4,0,"female"
"745",2015-10-01,0.202738770978446,2015,10,"control",0,1,0,"male"
"746",2015-10-01,0.202738770978446,2015,10,"exclosure",0,7,0,"male"
"747",2015-10-01,0.202738770978446,2015,10,"control",0,3,0,"female"
"748",2015-10-01,0.202738770978446,2015,10,"exclosure",0,5,0,"female"
"749",2015-11-01,0.175867683634956,2015,11,"control",0,1,0,"male"
"750",2015-11-01,0.175867683634956,2015,11,"exclosure",0,5,0,"male"
"751",2015-11-01,0.175867683634956,2015,11,"control",0,1,0,"female"
"752",2015-11-01,0.175867683634956,2015,11,"exclosure",0,6,0,"female"
"753",2016-01-01,0.130731155420646,2016,1,"control",0,1,0,"female"
"754",2016-02-01,0.127720243006792,2016,2,"exclosure",1,2,0.5,"male"
"755",2016-02-01,0.127720243006792,2016,2,"exclosure",0,1,0,"female"
"756",2016-03-01,0.133438073328522,2016,3,"exclosure",0,1,0,"male"
"757",2016-03-01,0.133438073328522,2016,3,"exclosure",0,1,0,"female"
"758",2016-05-01,0.13339728025972,2016,5,"exclosure",0,2,0,"male"
"759",2016-05-01,0.13339728025972,2016,5,"exclosure",0,2,0,"female"
"760",2016-06-01,0.159053288356963,2016,6,"exclosure",0,2,0,"male"
"761",2016-06-01,0.159053288356963,2016,6,"exclosure",0,4,0,"female"
"762",2016-07-01,0.238367894477065,2016,7,"exclosure",0,4,0,"female"
"763",2016-08-01,0.24921328764817,2016,8,"control",0,1,0,"male"
"764",2016-08-01,0.24921328764817,2016,8,"exclosure",0,1,0,"male"
"765",2016-08-01,0.24921328764817,2016,8,"exclosure",0,4,0,"female"
"766",2016-09-01,0.272660909049666,2016,9,"exclosure",0,1,0,"male"
"767",2016-09-01,0.272660909049666,2016,9,"exclosure",0,5,0,"female"
"768",2016-10-01,0.245926648261786,2016,10,"exclosure",0,1,0,"male"
"769",2016-10-01,0.245926648261786,2016,10,"exclosure",0,4,0,"female"
"770",2016-11-01,0.181299430902658,2016,11,"exclosure",0,1,0,"male"
"771",2016-11-01,0.181299430902658,2016,11,"exclosure",0,4,0,"female"
"772",2016-12-01,0.155720937413796,2016,12,"exclosure",0,1,0,"female"
"773",2017-01-01,0.135970303720636,2017,1,"exclosure",0,3,0,"female"
"774",2017-02-01,0.139925772079582,2017,2,"exclosure",0,2,0,"male"
"775",2017-03-01,0.182918798778245,2017,3,"exclosure",1,1,1,"male"
"776",2017-04-01,0.158768128029035,2017,4,"exclosure",0,1,0,"male"
"777",2017-04-01,0.158768128029035,2017,4,"exclosure",1,1,1,"female"
"778",2017-05-01,0.138859219507765,2017,5,"exclosure",2,3,0.666666666666667,"male"
"779",2017-05-01,0.138859219507765,2017,5,"exclosure",0,2,0,"female"
"780",2017-06-01,0.145885657740166,2017,6,"exclosure",0,1,0,"male"
"781",2017-06-01,0.145885657740166,2017,6,"exclosure",0,1,0,"female"
"782",2017-07-01,0.14742152197215,2017,7,"exclosure",0,1,0,"male"
"783",2017-07-01,0.14742152197215,2017,7,"exclosure",0,5,0,"female"
"784",2017-08-01,0.270903610167527,2017,8,"exclosure",0,3,0,"male"
"785",2017-08-01,0.270903610167527,2017,8,"exclosure",0,5,0,"female"
"786",2017-09-01,0.234275931161806,2017,9,"exclosure",0,1,0,"male"
"787",2017-09-01,0.234275931161806,2017,9,"exclosure",0,5,0,"female"
"788",2017-10-01,0.177946133164599,2017,10,"exclosure",0,1,0,"male"
"789",2017-10-01,0.177946133164599,2017,10,"exclosure",0,3,0,"female"
"790",2017-11-01,0.150114314109968,2017,11,"exclosure",0,1,0,"male"
"791",2017-11-01,0.150114314109968,2017,11,"exclosure",0,3,0,"female"
"792",2017-12-01,0.148520285396446,2017,12,"exclosure",0,1,0,"male"
"793",2017-12-01,0.148520285396446,2017,12,"exclosure",0,2,0,"female"
"794",2018-01-01,0.131199313583843,2018,1,"exclosure",0,1,0,"male"
"795",2018-01-01,0.131199313583843,2018,1,"exclosure",0,3,0,"female"
"796",2018-02-01,0.136311608258994,2018,2,"exclosure",0,1,0,"male"
"797",2018-02-01,0.136311608258994,2018,2,"exclosure",0,1,0,"female"
"798",2018-03-01,0.119099047009213,2018,3,"exclosure",0,1,0,"male"
"799",2018-03-01,0.119099047009213,2018,3,"exclosure",0,4,0,"female"
"800",2018-04-01,0.121040589073713,2018,4,"exclosure",0,1,0,"male"
"801",2018-04-01,0.121040589073713,2018,4,"exclosure",0,2,0,"female"
"802",2018-05-01,0.116463292716021,2018,5,"exclosure",1,1,1,"male"
"803",2018-05-01,0.116463292716021,2018,5,"exclosure",0,1,0,"female"
"804",2018-06-01,0.120727959096448,2018,6,"exclosure",1,3,0.333333333333333,"male"
"805",2018-06-01,0.120727959096448,2018,6,"exclosure",0,3,0,"female"
"806",2018-07-01,0.126263679845514,2018,7,"exclosure",0,2,0,"male"
"807",2018-07-01,0.126263679845514,2018,7,"exclosure",1,4,0.25,"female"
"808",2018-08-01,0.151021035887548,2018,8,"exclosure",0,3,0,"female"
"809",2018-09-01,0.181012829662078,2018,9,"exclosure",0,1,0,"male"
"810",2018-09-01,0.181012829662078,2018,9,"exclosure",1,4,0.25,"female"
"811",2018-10-01,0.185396243185488,2018,10,"exclosure",0,1,0,"male"
"812",2018-10-01,0.185396243185488,2018,10,"exclosure",0,4,0,"female"
"813",2018-11-01,0.15987680734191,2018,11,"exclosure",0,4,0,"female"
"814",2018-12-01,0.163744018652844,2018,12,"exclosure",0,1,0,"female"
"815",2019-02-01,0.284563490824647,2019,2,"exclosure",0,1,0,"female"
"816",2019-03-01,0.276569156412787,2019,3,"exclosure",0,1,0,"male"
"817",2019-03-01,0.276569156412787,2019,3,"exclosure",0,2,0,"female"
"818",2019-04-01,0.196618390196525,2019,4,"exclosure",0,1,0,"male"
"819",2019-04-01,0.196618390196525,2019,4,"exclosure",1,3,0.333333333333333,"female"
"820",2019-05-01,0.162175403915709,2019,5,"exclosure",1,3,0.333333333333333,"female"
