"","month","year","treatment","species","reproductive","abundance","proportion"
"2949","10",2015,"control","PB",NA,1,NA
"2950","10",2015,"control","PE",NA,2,NA
"2951","10",2015,"control","PF",NA,1,NA
"2952","10",2015,"control","PP",NA,14,NA
"2953","10",2015,"control","SF",NA,1,NA
"2954","10",2015,"exclosure","BA",NA,3,NA
"2955","10",2015,"exclosure","OL",NA,2,NA
"2956","10",2015,"exclosure","OT",NA,5,NA
"2957","10",2015,"exclosure","PB",NA,7,NA
"2958","10",2015,"exclosure","PE",NA,2,NA
"2959","10",2015,"exclosure","PF",NA,5,NA
"2960","10",2015,"exclosure","PM",NA,1,NA
"2961","10",2015,"exclosure","PP",NA,13,NA
"2962","10",2015,"exclosure","RM",NA,3,NA
"2963","10",2015,"exclosure","SF",NA,2,NA
"2964","10",2015,"exclosure","SH",NA,1,NA
"2965","10",2016,"control","DO",NA,3,NA
"2966","10",2016,"control","NA",NA,1,NA
"2967","10",2016,"control","OL",NA,1,NA
"2968","10",2016,"control","OT",NA,4,NA
"2969","10",2016,"control","PE",NA,1,NA
"2970","10",2016,"control","PP",NA,3,NA
"2971","10",2016,"exclosure","NA",NA,1,NA
"2972","10",2016,"exclosure","PB",NA,1,NA
"2973","10",2016,"exclosure","PE",NA,1,NA
"2974","10",2016,"exclosure","PP",NA,5,NA
"2975","10",2017,"control","NA",NA,2,NA
"2976","10",2017,"control","OT",NA,6,NA
"2977","10",2017,"control","PE",NA,3,NA
"2978","10",2017,"control","PP",NA,9,NA
"2979","10",2017,"exclosure","NA",NA,1,NA
"2980","10",2017,"exclosure","OT",NA,5,NA
"2981","10",2017,"exclosure","PB",NA,1,NA
"2982","10",2017,"exclosure","PE",NA,2,NA
"2983","10",2017,"exclosure","PH",NA,1,NA
"2984","10",2017,"exclosure","PP",NA,7,NA
"2985","10",2018,"control","OT",NA,3,NA
"2986","10",2018,"control","PP",NA,3,NA
"2987","10",2018,"exclosure","NA",NA,1,NA
"2988","10",2018,"exclosure","OT",NA,1,NA
"2989","10",2018,"exclosure","PP",NA,4,NA
"2990","11",1977,"control","DM",NA,16,NA
"2991","11",1977,"control","DO",NA,1,NA
"2992","11",1977,"control","PF",NA,1,NA
"2993","11",1978,"control","DO",NA,1,NA
"2994","11",1978,"control","DS",NA,8,NA
"2995","11",1978,"control","NA",NA,2,NA
"2996","11",1978,"control","OL",NA,3,NA
"2997","11",1978,"control","OT",NA,2,NA
"2998","11",1978,"control","PE",NA,1,NA
"2999","11",1978,"control","SH",NA,1,NA
"3000","11",1978,"exclosure","OT",NA,1,NA
"3001","11",1978,"exclosure","PF",NA,1,NA
"3002","11",1979,"control","DO",NA,3,NA
"3003","11",1979,"control","NA",NA,1,NA
"3004","11",1979,"control","OL",NA,5,NA
"3005","11",1979,"control","OT",NA,2,NA
"3006","11",1979,"control","PE",NA,1,NA
"3007","11",1979,"control","PM",NA,1,NA
"3008","11",1979,"control","PP",NA,1,NA
"3009","11",1979,"control","RM",NA,1,NA
"3010","11",1979,"exclosure","OT",NA,1,NA
"3011","11",1979,"exclosure","PE",NA,2,NA
"3012","11",1979,"exclosure","PF",NA,3,NA
"3013","11",1979,"exclosure","RM",NA,1,NA
"3014","11",1979,"spectabs","DM",NA,3,NA
"3015","11",1979,"spectabs","OT",NA,1,NA
"3016","11",1980,"control","DO",NA,1,NA
"3017","11",1980,"control","NA",NA,2,NA
"3018","11",1980,"control","OL",NA,2,NA
"3019","11",1980,"control","OT",NA,2,NA
"3020","11",1980,"control","PF",NA,1,NA
"3021","11",1980,"exclosure","OT",NA,2,NA
"3022","11",1980,"exclosure","PF",NA,2,NA
"3023","11",1981,"control","DO",NA,2,NA
"3024","11",1981,"control","NA",NA,5,NA
"3025","11",1981,"control","OL",NA,3,NA
"3026","11",1981,"control","OT",NA,2,NA
"3027","11",1981,"control","PE",NA,2,NA
"3028","11",1981,"control","PF",NA,2,NA
"3029","11",1981,"control","RM",NA,1,NA
"3030","11",1981,"exclosure","OT",NA,2,NA
"3031","11",1981,"exclosure","PE",NA,2,NA
"3032","11",1981,"exclosure","PF",NA,1,NA
"3033","11",1981,"exclosure","PM",NA,1,NA
"3034","11",1981,"exclosure","RM",NA,1,NA
"3035","11",1981,"spectabs","PE",NA,1,NA
"3036","11",1982,"control","NA",NA,1,NA
"3037","11",1982,"control","OL",NA,8,NA
"3038","11",1982,"control","OT",NA,4,NA
"3039","11",1982,"control","PE",NA,2,NA
"3040","11",1982,"control","RM",NA,2,NA
"3041","11",1982,"exclosure","NA",NA,1,NA
"3042","11",1982,"exclosure","OT",NA,1,NA
"3043","11",1982,"exclosure","PF",NA,5,NA
"3044","11",1982,"exclosure","PM",NA,1,NA
"3045","11",1982,"exclosure","RF",NA,1,NA
"3046","11",1982,"exclosure","RM",NA,3,NA
"3047","11",1982,"spectabs","DS",NA,1,NA
"3048","11",1982,"spectabs","OL",NA,1,NA
"3049","11",1982,"spectabs","PE",NA,1,NA
"3050","11",1982,"spectabs","RM",NA,1,NA
"3051","11",1983,"control","NA",NA,2,NA
"3052","11",1983,"control","OL",NA,2,NA
"3053","11",1983,"control","OT",NA,3,NA
"3054","11",1983,"control","PF",NA,1,NA
"3055","11",1983,"exclosure","OT",NA,1,NA
"3056","11",1983,"exclosure","PF",NA,1,NA
"3057","11",1983,"exclosure","PM",NA,1,NA
"3058","11",1983,"spectabs","NA",NA,1,NA
"3059","11",1983,"spectabs","OL",NA,1,NA
"3060","11",1983,"spectabs","RM",NA,1,NA
"3061","11",1985,"control","OL",NA,4,NA
"3062","11",1985,"control","OT",NA,3,NA
"3063","11",1985,"control","PE",NA,3,NA
"3064","11",1985,"exclosure","DM",NA,1,NA
"3065","11",1985,"exclosure","OL",NA,1,NA
"3066","11",1985,"exclosure","PH",NA,1,NA
"3067","11",1985,"exclosure","RM",NA,2,NA
"3068","11",1985,"spectabs","PE",NA,1,NA
"3069","11",1986,"control","NA",NA,2,NA
"3070","11",1986,"control","OL",NA,4,NA
"3071","11",1986,"control","OT",NA,2,NA
"3072","11",1986,"control","PM",NA,1,NA
"3073","11",1986,"control","RM",NA,2,NA
"3074","11",1986,"exclosure","PM",NA,1,NA
"3075","11",1986,"spectabs","DM",NA,3,NA
"3076","11",1986,"spectabs","DO",NA,1,NA
"3077","11",1987,"control","DS",NA,3,NA
"3078","11",1987,"control","OL",NA,5,NA
"3079","11",1987,"control","OT",NA,1,NA
"3080","11",1987,"control","PE",NA,11,NA
"3081","11",1987,"control","PM",NA,4,NA
"3082","11",1987,"control","RM",NA,4,NA
"3083","11",1987,"exclosure","NA",NA,1,NA
"3084","11",1987,"exclosure","PE",NA,3,NA
"3085","11",1987,"exclosure","RM",NA,9,NA
"3086","11",1987,"spectabs","PE",NA,1,NA
"3087","11",1987,"spectabs","PF",NA,1,NA
"3088","11",1987,"spectabs","PM",NA,1,NA
"3089","11",1987,"spectabs","RM",NA,2,NA
"3090","11",1987,"spectabs","SH",NA,1,NA
"3091","11",1988,"control","NA",NA,1,NA
"3092","11",1988,"control","OL",NA,3,NA
"3093","11",1988,"control","OT",NA,5,NA
"3094","11",1988,"control","PE",NA,3,NA
"3095","11",1988,"control","PH",NA,1,NA
"3096","11",1988,"exclosure","DM",NA,1,NA
"3097","11",1988,"exclosure","OL",NA,2,NA
"3098","11",1988,"exclosure","OT",NA,3,NA
"3099","11",1988,"exclosure","PE",NA,7,NA
"3100","11",1988,"exclosure","SH",NA,1,NA
"3101","11",1988,"spectabs","OL",NA,2,NA
"3102","11",1989,"control","DS",NA,1,NA
"3103","11",1989,"control","OL",NA,3,NA
"3104","11",1989,"control","OT",NA,4,NA
"3105","11",1989,"control","PE",NA,3,NA
"3106","11",1989,"control","PP",NA,2,NA
"3107","11",1989,"control","RM",NA,2,NA
"3108","11",1989,"control","SH",NA,1,NA
"3109","11",1989,"exclosure","NA",NA,1,NA
"3110","11",1989,"exclosure","OT",NA,1,NA
"3111","11",1989,"exclosure","PE",NA,2,NA
"3112","11",1989,"exclosure","PF",NA,1,NA
"3113","11",1989,"exclosure","PP",NA,4,NA
"3114","11",1989,"exclosure","RM",NA,6,NA
"3115","11",1989,"exclosure","SF",NA,1,NA
"3116","11",1989,"spectabs","OT",NA,1,NA
"3117","11",1990,"control","DO",NA,4,NA
"3118","11",1990,"control","OT",NA,2,NA
"3119","11",1990,"exclosure","DM",NA,1,NA
"3120","11",1990,"exclosure","OT",NA,4,NA
"3121","11",1990,"exclosure","PE",NA,1,NA
"3122","11",1990,"exclosure","PF",NA,1,NA
"3123","11",1991,"control","DO",NA,1,NA
"3124","11",1991,"control","PF",NA,1,NA
"3125","11",1991,"control","RM",NA,5,NA
"3126","11",1991,"exclosure","BA",NA,2,NA
"3127","11",1991,"exclosure","OT",NA,4,NA
"3128","11",1991,"exclosure","PE",NA,4,NA
"3129","11",1991,"exclosure","PF",NA,2,NA
"3130","11",1991,"exclosure","PP",NA,2,NA
"3131","11",1991,"exclosure","RM",NA,13,NA
"3132","11",1991,"exclosure","SF",NA,1,NA
"3133","11",1991,"exclosure","SO",NA,2,NA
"3134","11",1991,"spectabs","DO",NA,1,NA
"3135","11",1991,"spectabs","OL",NA,1,NA
"3136","11",1991,"spectabs","OT",NA,1,NA
"3137","11",1993,"control","DM",NA,14,NA
"3138","11",1993,"control","DO",NA,1,NA
"3139","11",1993,"control","DS",NA,1,NA
"3140","11",1993,"control","NA",NA,2,NA
"3141","11",1993,"control","OL",NA,1,NA
"3142","11",1993,"control","OT",NA,2,NA
"3143","11",1993,"exclosure","DO",NA,1,NA
"3144","11",1993,"exclosure","NA",NA,1,NA
"3145","11",1993,"exclosure","RM",NA,4,NA
"3146","11",1993,"spectabs","DM",NA,3,NA
"3147","11",1994,"control","DO",NA,3,NA
"3148","11",1994,"control","NA",NA,1,NA
"3149","11",1994,"exclosure","DM",NA,1,NA
"3150","11",1994,"exclosure","OL",NA,1,NA
"3151","11",1994,"exclosure","PF",NA,3,NA
"3152","11",1994,"exclosure","PP",NA,1,NA
"3153","11",1994,"spectabs","DM",NA,2,NA
"3154","11",1996,"control","DO",NA,3,NA
"3155","11",1996,"control","NA",NA,1,NA
"3156","11",1996,"control","OT",NA,2,NA
"3157","11",1996,"control","PB",NA,2,NA
"3158","11",1996,"control","PE",NA,1,NA
"3159","11",1996,"control","PF",NA,3,NA
"3160","11",1996,"control","PM",NA,1,NA
"3161","11",1996,"exclosure","DM",NA,1,NA
"3162","11",1996,"exclosure","OT",NA,4,NA
"3163","11",1996,"exclosure","PE",NA,1,NA
"3164","11",1996,"exclosure","PF",NA,3,NA
"3165","11",1996,"exclosure","PM",NA,1,NA
"3166","11",1996,"exclosure","RM",NA,2,NA
"3167","11",1996,"spectabs","DO",NA,2,NA
"3168","11",1996,"spectabs","OT",NA,2,NA
"3169","11",1996,"spectabs","PF",NA,1,NA
"3170","11",1997,"control","DM",NA,25,NA
"3171","11",1997,"control","DO",NA,5,NA
"3172","11",1997,"control","OT",NA,7,NA
"3173","11",1997,"control","PB",NA,4,NA
"3174","11",1997,"control","PE",NA,1,NA
"3175","11",1997,"control","RM",NA,1,NA
"3176","11",1997,"exclosure","DO",NA,2,NA
"3177","11",1997,"exclosure","OT",NA,3,NA
"3178","11",1997,"exclosure","PB",NA,9,NA
"3179","11",1997,"exclosure","PE",NA,1,NA
"3180","11",1997,"exclosure","PM",NA,3,NA
"3181","11",1997,"exclosure","RM",NA,1,NA
"3182","11",1997,"exclosure","SH",NA,1,NA
"3183","11",1997,"spectabs","DM",NA,2,NA
"3184","11",1997,"spectabs","DO",NA,4,NA
"3185","11",1997,"spectabs","OT",NA,2,NA
"3186","11",1998,"control","OT",NA,2,NA
"3187","11",1998,"control","PB",NA,1,NA
"3188","11",1998,"exclosure","OT",NA,7,NA
"3189","11",1998,"exclosure","PB",NA,12,NA
"3190","11",1998,"exclosure","RM",NA,1,NA
"3191","11",1998,"spectabs","DM",NA,2,NA
"3192","11",1999,"control","DO",NA,2,NA
"3193","11",1999,"control","OT",NA,4,NA
"3194","11",1999,"control","PB",NA,3,NA
"3195","11",1999,"control","PP",NA,14,NA
"3196","11",1999,"control","SH",NA,1,NA
"3197","11",1999,"exclosure","OT",NA,4,NA
"3198","11",1999,"exclosure","PP",NA,7,NA
"3199","11",1999,"spectabs","DM",NA,2,NA
"3200","11",1999,"spectabs","PB",NA,1,NA
"3201","11",1999,"spectabs","PP",NA,2,NA
"3202","11",2000,"control","DO",NA,3,NA
"3203","11",2000,"control","NA",NA,1,NA
"3204","11",2000,"control","OT",NA,8,NA
"3205","11",2000,"control","PB",NA,7,NA
"3206","11",2000,"control","PE",NA,1,NA
"3207","11",2000,"control","PP",NA,1,NA
"3208","11",2000,"control","RM",NA,1,NA
"3209","11",2000,"exclosure","OT",NA,3,NA
"3210","11",2000,"exclosure","PB",NA,12,NA
"3211","11",2000,"exclosure","PE",NA,2,NA
"3212","11",2000,"exclosure","PP",NA,2,NA
"3213","11",2000,"exclosure","RM",NA,1,NA
"3214","11",2000,"spectabs","DM",NA,4,NA
"3215","11",2000,"spectabs","DO",NA,1,NA
"3216","11",2000,"spectabs","OT",NA,2,NA
"3217","11",2000,"spectabs","PB",NA,1,NA
"3218","11",2001,"control","NA",NA,1,NA
"3219","11",2001,"control","OT",NA,7,NA
"3220","11",2001,"control","PE",NA,2,NA
"3221","11",2001,"control","PP",NA,2,NA
"3222","11",2001,"control","SH",NA,1,NA
"3223","11",2001,"exclosure","OT",NA,5,NA
"3224","11",2001,"exclosure","PE",NA,3,NA
"3225","11",2001,"exclosure","PF",NA,1,NA
"3226","11",2001,"exclosure","PP",NA,1,NA
"3227","11",2001,"spectabs","DM",NA,2,NA
"3228","11",2001,"spectabs","DO",NA,1,NA
"3229","11",2001,"spectabs","OT",NA,3,NA
"3230","11",2001,"spectabs","PB",NA,1,NA
"3231","11",2001,"spectabs","PP",NA,1,NA
"3232","11",2002,"control","OL",NA,1,NA
"3233","11",2002,"control","OT",NA,5,NA
"3234","11",2002,"control","PP",NA,10,NA
"3235","11",2002,"control","SF",NA,1,NA
"3236","11",2002,"control","SH",NA,1,NA
"3237","11",2002,"exclosure","OL",NA,1,NA
"3238","11",2002,"exclosure","OT",NA,4,NA
"3239","11",2002,"exclosure","PE",NA,1,NA
"3240","11",2002,"exclosure","PP",NA,4,NA
"3241","11",2002,"spectabs","DO",NA,1,NA
"3242","11",2002,"spectabs","OL",NA,1,NA
"3243","11",2002,"spectabs","OT",NA,2,NA
"3244","11",2002,"spectabs","PB",NA,1,NA
"3245","11",2002,"spectabs","PF",NA,1,NA
"3246","11",2002,"spectabs","PP",NA,2,NA
"3247","11",2003,"control","NA",NA,2,NA
"3248","11",2003,"control","OT",NA,3,NA
"3249","11",2003,"control","PB",NA,4,NA
"3250","11",2003,"control","PE",NA,1,NA
"3251","11",2003,"control","PI",NA,1,NA
"3252","11",2003,"exclosure","OT",NA,5,NA
"3253","11",2003,"exclosure","PE",NA,1,NA
"3254","11",2003,"spectabs","DM",NA,1,NA
"3255","11",2003,"spectabs","OT",NA,3,NA
"3256","11",2003,"spectabs","PB",NA,2,NA
"3257","11",2003,"spectabs","PE",NA,1,NA
"3258","11",2004,"control","DO",NA,1,NA
"3259","11",2004,"control","OT",NA,2,NA
"3260","11",2004,"control","PE",NA,1,NA
"3261","11",2004,"control","PP",NA,2,NA
"3262","11",2004,"exclosure","OT",NA,1,NA
"3263","11",2004,"exclosure","PP",NA,6,NA
"3264","11",2004,"spectabs","OT",NA,1,NA
"3265","11",2004,"spectabs","PB",NA,2,NA
"3266","11",2004,"spectabs","PP",NA,2,NA
"3267","11",2005,"control","NA",NA,1,NA
"3268","11",2005,"control","OL",NA,1,NA
"3269","11",2005,"control","OT",NA,13,NA
"3270","11",2005,"control","PE",NA,1,NA
"3271","11",2005,"control","PF",NA,1,NA
"3272","11",2005,"control","PP",NA,14,NA
"3273","11",2005,"exclosure","OT",NA,3,NA
"3274","11",2005,"exclosure","PE",NA,1,NA
"3275","11",2005,"exclosure","PI",NA,1,NA
"3276","11",2005,"exclosure","PP",NA,5,NA
"3277","11",2006,"control","DO",NA,2,NA
"3278","11",2006,"control","OT",NA,2,NA
"3279","11",2006,"control","PM",NA,1,NA
"3280","11",2006,"exclosure","PI",NA,1,NA
"3281","11",2006,"exclosure","PP",NA,21,NA
"3282","11",2007,"control","BA",NA,4,NA
"3283","11",2007,"control","NA",NA,2,NA
"3284","11",2007,"control","OL",NA,3,NA
"3285","11",2007,"control","OT",NA,13,NA
"3286","11",2007,"control","PB",NA,21,NA
"3287","11",2007,"control","PE",NA,2,NA
"3288","11",2007,"control","PF",NA,3,NA
"3289","11",2007,"control","PL",NA,2,NA
"3290","11",2007,"control","PM",NA,3,NA
"3291","11",2007,"control","PP",NA,5,NA
"3292","11",2007,"control","RM",NA,4,NA
"3293","11",2007,"control","SF",NA,5,NA
"3294","11",2007,"control","SH",NA,3,NA
"3295","11",2007,"exclosure","BA",NA,6,NA
"3296","11",2007,"exclosure","DM",NA,1,NA
"3297","11",2007,"exclosure","OL",NA,2,NA
"3298","11",2007,"exclosure","OT",NA,7,NA
"3299","11",2007,"exclosure","PB",NA,23,NA
"3300","11",2007,"exclosure","PE",NA,1,NA
"3301","11",2007,"exclosure","PF",NA,2,NA
"3302","11",2007,"exclosure","PL",NA,1,NA
"3303","11",2007,"exclosure","PM",NA,2,NA
"3304","11",2007,"exclosure","PP",NA,6,NA
"3305","11",2007,"exclosure","RM",NA,12,NA
"3306","11",2007,"exclosure","SF",NA,2,NA
"3307","11",2007,"exclosure","SH",NA,1,NA
"3308","11",2008,"control","DO",NA,7,NA
"3309","11",2008,"control","DS",NA,1,NA
"3310","11",2008,"control","NA",NA,1,NA
"3311","11",2008,"control","OT",NA,1,NA
"3312","11",2008,"control","PB",NA,3,NA
"3313","11",2008,"control","PP",NA,1,NA
"3314","11",2008,"control","SF",NA,1,NA
"3315","11",2008,"exclosure","OT",NA,1,NA
"3316","11",2008,"exclosure","PB",NA,6,NA
"3317","11",2008,"exclosure","PP",NA,1,NA
"3318","11",2008,"exclosure","RM",NA,1,NA
"3319","11",2009,"control","DM",NA,6,NA
"3320","11",2009,"control","OL",NA,2,NA
"3321","11",2009,"control","OT",NA,1,NA
"3322","11",2009,"control","PB",NA,2,NA
"3323","11",2009,"control","PP",NA,1,NA
"3324","11",2009,"exclosure","PB",NA,5,NA
"3325","11",2010,"control","PP",NA,6,NA
"3326","11",2010,"exclosure","PP",NA,4,NA
"3327","11",2012,"control","DO",NA,1,NA
"3328","11",2012,"control","NA",NA,1,NA
"3329","11",2012,"control","OL",NA,2,NA
"3330","11",2012,"control","OT",NA,4,NA
"3331","11",2012,"control","PB",NA,4,NA
"3332","11",2012,"control","PE",NA,2,NA
"3333","11",2012,"control","PP",NA,7,NA
"3334","11",2012,"exclosure","DM",NA,1,NA
"3335","11",2012,"exclosure","OL",NA,1,NA
"3336","11",2012,"exclosure","PB",NA,5,NA
"3337","11",2012,"exclosure","PE",NA,4,NA
"3338","11",2012,"exclosure","PF",NA,1,NA
"3339","11",2012,"exclosure","PP",NA,5,NA
"3340","11",2013,"control","NA",NA,1,NA
"3341","11",2013,"control","OL",NA,3,NA
"3342","11",2013,"control","OT",NA,1,NA
"3343","11",2013,"control","PB",NA,5,NA
"3344","11",2013,"control","PE",NA,3,NA
"3345","11",2013,"control","PP",NA,17,NA
"3346","11",2013,"exclosure","DM",NA,1,NA
"3347","11",2013,"exclosure","PB",NA,5,NA
"3348","11",2013,"exclosure","PE",NA,2,NA
"3349","11",2013,"exclosure","PP",NA,14,NA
"3350","11",2014,"control","BA",NA,1,NA
"3351","11",2014,"control","DM",NA,17,NA
"3352","11",2014,"control","OL",NA,1,NA
"3353","11",2014,"control","OT",NA,3,NA
"3354","11",2014,"control","PB",NA,3,NA
"3355","11",2014,"control","PE",NA,3,NA
"3356","11",2014,"control","PP",NA,5,NA
"3357","11",2014,"exclosure","OT",NA,3,NA
"3358","11",2014,"exclosure","PB",NA,4,NA
"3359","11",2014,"exclosure","PE",NA,4,NA
"3360","11",2014,"exclosure","PP",NA,9,NA
"3361","11",2014,"exclosure","RM",NA,2,NA
"3362","11",2014,"exclosure","RO",NA,1,NA
"3363","11",2014,"exclosure","SF",NA,1,NA
"3364","11",2015,"control","BA",NA,1,NA
"3365","11",2015,"control","NA",NA,1,NA
"3366","11",2015,"control","OL",NA,4,NA
"3367","11",2015,"control","OT",NA,6,NA
"3368","11",2015,"control","PB",NA,1,NA
"3369","11",2015,"control","PE",NA,2,NA
"3370","11",2015,"control","PM",NA,1,NA
"3371","11",2015,"control","PP",NA,6,NA
"3372","11",2015,"control","RM",NA,3,NA
"3373","11",2015,"control","SF",NA,1,NA
"3374","11",2015,"control","SH",NA,2,NA
"3375","11",2015,"exclosure","OL",NA,7,NA
"3376","11",2015,"exclosure","OT",NA,2,NA
"3377","11",2015,"exclosure","PB",NA,5,NA
"3378","11",2015,"exclosure","PE",NA,4,NA
"3379","11",2015,"exclosure","PF",NA,3,NA
"3380","11",2015,"exclosure","PM",NA,2,NA
"3381","11",2015,"exclosure","PP",NA,4,NA
"3382","11",2015,"exclosure","RM",NA,5,NA
"3383","11",2015,"exclosure","SH",NA,1,NA
"3384","11",2016,"control","NA",NA,1,NA
"3385","11",2016,"control","OT",NA,2,NA
"3386","11",2016,"control","PE",NA,1,NA
"3387","11",2016,"control","PP",NA,3,NA
"3388","11",2016,"control","SH",NA,1,NA
"3389","11",2016,"exclosure","OT",NA,2,NA
"3390","11",2016,"exclosure","PE",NA,1,NA
"3391","11",2016,"exclosure","PP",NA,1,NA
"3392","11",2017,"control","DO",NA,2,NA
"3393","11",2017,"control","NA",NA,2,NA
"3394","11",2017,"control","OT",NA,5,NA
"3395","11",2017,"control","PE",NA,3,NA
"3396","11",2017,"control","PP",NA,4,NA
"3397","11",2017,"exclosure","NA",NA,1,NA
"3398","11",2017,"exclosure","OT",NA,6,NA
"3399","11",2017,"exclosure","PB",NA,1,NA
"3400","11",2017,"exclosure","PE",NA,2,NA
"3401","11",2017,"exclosure","PP",NA,3,NA
"3402","11",2018,"control","NA",NA,1,NA
"3403","11",2018,"control","OT",NA,1,NA
"3404","11",2018,"control","PE",NA,1,NA
"3405","11",2018,"control","PP",NA,1,NA
"3406","11",2018,"exclosure","PE",NA,1,NA
"3407","12",1977,"control","DM",NA,17,NA
"3408","12",1977,"control","DO",NA,1,NA
"3409","12",1977,"control","PF",NA,1,NA
"3410","12",1977,"exclosure","PF",NA,1,NA
"3411","12",1978,"control","DO",NA,1,NA
"3412","12",1978,"control","NA",NA,2,NA
"3413","12",1978,"control","OL",NA,9,NA
"3414","12",1978,"control","OT",NA,2,NA
"3415","12",1978,"exclosure","OT",NA,1,NA
"3416","12",1978,"exclosure","RM",NA,1,NA
"3417","12",1980,"control","NA",NA,2,NA
"3418","12",1980,"control","OL",NA,1,NA
"3419","12",1980,"control","OT",NA,3,NA
"3420","12",1980,"spectabs","DM",NA,1,NA
"3421","12",1980,"spectabs","OT",NA,1,NA
"3422","12",1981,"control","DO",NA,1,NA
"3423","12",1981,"control","NA",NA,2,NA
"3424","12",1981,"control","OL",NA,1,NA
"3425","12",1981,"control","OT",NA,2,NA
"3426","12",1981,"control","PE",NA,1,NA
"3427","12",1981,"control","PF",NA,1,NA
"3428","12",1981,"control","RM",NA,2,NA
"3429","12",1981,"exclosure","PE",NA,1,NA
"3430","12",1981,"exclosure","PF",NA,2,NA
"3431","12",1981,"exclosure","PM",NA,1,NA
"3432","12",1981,"exclosure","RM",NA,2,NA
"3433","12",1981,"spectabs","DM",NA,2,NA
"3434","12",1981,"spectabs","DO",NA,1,NA
"3435","12",1981,"spectabs","NA",NA,1,NA
"3436","12",1983,"control","NA",NA,1,NA
"3437","12",1983,"control","OL",NA,3,NA
"3438","12",1983,"exclosure","PM",NA,1,NA
"3439","12",1983,"exclosure","RM",NA,2,NA
"3440","12",1983,"spectabs","DM",NA,2,NA
"3441","12",1983,"spectabs","DO",NA,1,NA
"3442","12",1983,"spectabs","DS",NA,1,NA
"3443","12",1984,"control","DO",NA,8,NA
"3444","12",1984,"control","DS",NA,1,NA
"3445","12",1984,"control","OL",NA,3,NA
"3446","12",1984,"control","OT",NA,2,NA
"3447","12",1984,"control","PE",NA,1,NA
"3448","12",1984,"exclosure","OT",NA,1,NA
"3449","12",1984,"exclosure","RM",NA,1,NA
"3450","12",1984,"spectabs","DM",NA,4,NA
"3451","12",1985,"control","OL",NA,4,NA
"3452","12",1985,"control","OT",NA,4,NA
"3453","12",1985,"control","PE",NA,1,NA
"3454","12",1985,"control","RM",NA,1,NA
"3455","12",1985,"exclosure","DM",NA,1,NA
"3456","12",1985,"exclosure","NA",NA,1,NA
"3457","12",1985,"exclosure","OL",NA,1,NA
"3458","12",1985,"exclosure","PE",NA,1,NA
"3459","12",1985,"exclosure","PH",NA,1,NA
"3460","12",1985,"exclosure","RM",NA,1,NA
"3461","12",1985,"spectabs","OL",NA,1,NA
"3462","12",1985,"spectabs","PE",NA,1,NA
"3463","12",1985,"spectabs","RM",NA,1,NA
"3464","12",1986,"control","NA",NA,3,NA
"3465","12",1986,"control","OT",NA,1,NA
"3466","12",1986,"control","PM",NA,3,NA
"3467","12",1986,"exclosure","RM",NA,4,NA
"3468","12",1986,"spectabs","DM",NA,4,NA
"3469","12",1988,"control","NA",NA,1,NA
"3470","12",1988,"control","OL",NA,2,NA
"3471","12",1988,"control","OT",NA,2,NA
"3472","12",1988,"control","PE",NA,4,NA
"3473","12",1988,"control","RF",NA,1,NA
"3474","12",1988,"control","SH",NA,1,NA
"3475","12",1988,"exclosure","DO",NA,1,NA
"3476","12",1988,"exclosure","NA",NA,1,NA
"3477","12",1988,"exclosure","PE",NA,1,NA
"3478","12",1988,"exclosure","PM",NA,2,NA
"3479","12",1988,"exclosure","RF",NA,1,NA
"3480","12",1988,"spectabs","DO",NA,2,NA
"3481","12",1988,"spectabs","OL",NA,1,NA
"3482","12",1988,"spectabs","RM",NA,1,NA
"3483","12",1989,"control","DS",NA,1,NA
"3484","12",1989,"control","OT",NA,3,NA
"3485","12",1989,"control","PE",NA,2,NA
"3486","12",1989,"exclosure","BA",NA,1,NA
"3487","12",1989,"exclosure","NA",NA,1,NA
"3488","12",1989,"exclosure","OL",NA,1,NA
"3489","12",1989,"exclosure","OT",NA,1,NA
"3490","12",1989,"exclosure","PE",NA,3,NA
"3491","12",1989,"exclosure","PF",NA,2,NA
"3492","12",1989,"exclosure","PP",NA,1,NA
"3493","12",1989,"exclosure","SF",NA,1,NA
"3494","12",1989,"spectabs","DO",NA,3,NA
"3495","12",1990,"control","NA",NA,1,NA
"3496","12",1990,"control","OL",NA,5,NA
"3497","12",1990,"control","OT",NA,3,NA
"3498","12",1990,"control","RM",NA,3,NA
"3499","12",1990,"exclosure","OT",NA,1,NA
"3500","12",1990,"exclosure","PE",NA,3,NA
"3501","12",1990,"exclosure","PF",NA,3,NA
"3502","12",1991,"control","DO",NA,1,NA
"3503","12",1991,"control","OT",NA,5,NA
"3504","12",1991,"control","PE",NA,1,NA
"3505","12",1991,"control","RM",NA,2,NA
"3506","12",1991,"exclosure","BA",NA,3,NA
"3507","12",1991,"exclosure","DM",NA,1,NA
"3508","12",1991,"exclosure","OL",NA,3,NA
"3509","12",1991,"exclosure","OT",NA,3,NA
"3510","12",1991,"exclosure","PE",NA,1,NA
"3511","12",1991,"exclosure","PF",NA,1,NA
"3512","12",1991,"exclosure","PP",NA,1,NA
"3513","12",1991,"exclosure","RM",NA,14,NA
"3514","12",1991,"spectabs","OL",NA,1,NA
"3515","12",1991,"spectabs","OT",NA,1,NA
"3516","12",1991,"spectabs","RM",NA,2,NA
