"","X","month","Month","year","count","trt","repro","proportion","species"
"858",347,8,"Aug",2007,27,"control",3,0.111111111111111,"PB"
"859",360,9,"Sept",2003,7,"control",3,0.428571428571429,"PB"
"860",362,9,"Sept",2005,33,"control",3,0.0909090909090909,"PB"
"861",396,11,"Nov",2004,6,"control",3,0.5,"PB"
"862",408,12,"Dec",1999,7,"control",3,0.428571428571429,"PB"
"863",413,12,"Dec",2004,5,"control",3,0.6,"PB"
"864",57,4,"Apr",1988,3,"exclosure",3,1,"PE"
"865",68,5,"May",1982,5,"exclosure",3,0.6,"PE"
"866",90,6,"Jun",1989,5,"exclosure",3,0.6,"PE"
"867",252,3,"Mar",2003,6,"control",3,0.5,"PE"
"868",265,4,"Apr",1981,3,"control",3,1,"PE"
"869",278,4,"Apr",2015,8,"control",3,0.375,"PE"
"870",310,6,"Jun",2015,5,"control",3,0.6,"PE"
"871",320,7,"Jul",1987,4,"control",3,0.75,"PE"
"872",27,3,"Mar",2009,4,"exclosure",3,0.75,"PP"
"873",47,4,"Apr",1994,3,"exclosure",3,1,"PP"
"874",61,4,"Apr",2010,3,"exclosure",3,1,"PP"
"875",88,5,"May",2004,3,"exclosure",3,1,"PP"
"876",94,5,"May",2010,3,"exclosure",3,1,"PP"
"877",109,6,"Jun",1994,3,"exclosure",3,1,"PP"
"878",114,6,"Jun",2000,10,"exclosure",3,0.3,"PP"
"879",121,6,"Jun",2007,13,"exclosure",3,0.230769230769231,"PP"
"880",139,7,"Jul",1996,9,"exclosure",3,0.333333333333333,"PP"
"881",141,7,"Jul",2002,12,"exclosure",3,0.25,"PP"
"882",175,9,"Sept",2006,10,"exclosure",3,0.3,"PP"
"883",180,9,"Sept",2016,11,"exclosure",3,0.272727272727273,"PP"
"884",182,9,"Sept",2018,10,"exclosure",3,0.3,"PP"
"885",192,1,"Jan",2007,8,"control",3,0.375,"PP"
"886",221,3,"Mar",2018,10,"control",3,0.3,"PP"
"887",224,4,"Apr",1987,3,"control",3,1,"PP"
"888",226,4,"Apr",1993,3,"control",3,1,"PP"
"889",232,4,"Apr",2001,3,"control",3,1,"PP"
"890",240,4,"Apr",2010,3,"control",3,1,"PP"
"891",254,5,"May",1984,3,"control",3,1,"PP"
"892",289,6,"Jun",1999,4,"control",3,0.75,"PP"
"893",291,6,"Jun",2001,4,"control",3,0.75,"PP"
"894",316,7,"Jul",2002,14,"control",3,0.214285714285714,"PP"
"895",324,7,"Jul",2010,6,"control",3,0.5,"PP"
"896",328,7,"Jul",2015,40,"control",3,0.075,"PP"
"897",340,8,"Aug",2008,9,"control",3,0.333333333333333,"PP"
"898",345,8,"Aug",2015,44,"control",3,0.0681818181818182,"PP"
"899",348,8,"Aug",2019,14,"control",3,0.214285714285714,"PP"
"900",353,9,"Sept",2007,21,"control",3,0.142857142857143,"PP"
"901",355,9,"Sept",2010,20,"control",3,0.15,"PP"
"902",4,1,"Jan",1982,4,"exclosure",3,0.75,"PF"
"903",15,2,"Feb",1980,4,"exclosure",3,0.75,"PF"
"904",16,2,"Feb",1982,3,"exclosure",3,1,"PF"
"905",19,2,"Feb",1990,3,"exclosure",3,1,"PF"
"906",31,2,"Feb",2015,3,"exclosure",3,1,"PF"
"907",36,3,"Mar",1983,7,"exclosure",3,0.428571428571429,"PF"
"908",49,3,"Mar",2012,3,"exclosure",3,1,"PF"
"909",54,4,"Apr",1980,3,"exclosure",3,1,"PF"
"910",55,4,"Apr",1981,3,"exclosure",3,1,"PF"
"911",59,4,"Apr",1990,3,"exclosure",3,1,"PF"
"912",64,4,"Apr",1995,4,"exclosure",3,0.75,"PF"
"913",74,5,"May",1981,4,"exclosure",3,0.75,"PF"
"914",79,5,"May",1992,3,"exclosure",3,1,"PF"
"915",84,5,"May",2003,3,"exclosure",3,1,"PF"
"916",87,5,"May",2009,3,"exclosure",3,1,"PF"
"917",103,6,"Jun",2008,6,"exclosure",3,0.5,"PF"
"918",105,6,"Jun",2012,3,"exclosure",3,1,"PF"
"919",107,6,"Jun",2016,4,"exclosure",3,0.75,"PF"
"920",124,7,"Jul",2009,3,"exclosure",3,1,"PF"
"921",125,7,"Jul",2013,3,"exclosure",3,1,"PF"
"922",127,7,"Jul",2016,3,"exclosure",3,1,"PF"
"923",134,8,"Aug",1990,3,"exclosure",3,1,"PF"
"924",137,8,"Aug",1993,3,"exclosure",3,1,"PF"
"925",144,8,"Aug",2015,4,"exclosure",3,0.75,"PF"
"926",146,9,"Sept",1980,3,"exclosure",3,1,"PF"
"927",257,5,"May",1982,3,"control",3,1,"PF"
"928",276,6,"Jun",1997,4,"control",3,0.75,"PF"
"929",280,6,"Jun",2015,3,"control",3,1,"PF"
"930",285,7,"Jul",1982,4,"control",3,0.75,"PF"
"931",291,7,"Jul",1997,5,"control",3,0.6,"PF"
"932",295,8,"Aug",1977,4,"control",3,0.75,"PF"
"933",301,8,"Aug",1996,3,"control",3,1,"PF"
"934",313,9,"Sept",1995,3,"control",3,1,"PF"
"935",314,9,"Sept",1996,5,"control",3,0.6,"PF"
"936",13,2,"Feb",1988,4,"exclosure",3,0.75,"PM"
"937",66,6,"Jun",1997,7,"exclosure",3,0.428571428571429,"PM"
"938",100,10,"Oct",1998,5,"exclosure",3,0.6,"PM"
"939",163,6,"Jun",2008,4,"control",3,0.75,"PM"
"940",67,3,"Mar",2007,4,"exclosure",3,0.75,"RM"
"941",78,4,"Apr",1988,4,"exclosure",3,0.75,"RM"
"942",81,4,"Apr",1991,4,"exclosure",3,0.75,"RM"
"943",83,4,"Apr",1994,3,"exclosure",3,1,"RM"
"944",84,4,"Apr",1995,3,"exclosure",3,1,"RM"
"945",86,4,"Apr",1997,6,"exclosure",3,0.5,"RM"
"946",108,6,"Jun",1982,3,"exclosure",3,1,"RM"
"947",125,7,"Jul",1987,5,"exclosure",3,0.6,"RM"
"948",132,7,"Jul",1997,4,"exclosure",3,0.75,"RM"
"949",142,9,"Sept",1993,3,"exclosure",3,1,"RM"
"950",187,12,"Dec",1989,6,"exclosure",3,0.5,"RM"
"951",192,12,"Dec",1995,8,"exclosure",3,0.375,"RM"
"952",252,3,"Mar",1991,3,"control",3,1,"RM"
"953",256,3,"Mar",1997,6,"control",3,0.5,"RM"
"954",264,4,"Apr",1982,3,"control",3,1,"RM"
"955",269,4,"Apr",1989,3,"control",3,1,"RM"
"956",284,5,"May",1989,3,"control",3,1,"RM"
"957",297,6,"Jun",2015,5,"control",3,0.6,"RM"
"958",300,7,"Jul",1987,3,"control",3,1,"RM"
"959",316,10,"Oct",2015,3,"control",3,1,"RM"
"960",332,12,"Dec",1988,6,"control",3,0.5,"RM"
"961",333,12,"Dec",1989,4,"control",3,0.75,"RM"
"962",4,1,"Jan",2001,6,"exclosure",4,0.666666666666667,"PB"
"963",5,1,"Jan",2002,7,"exclosure",4,0.571428571428571,"PB"
"964",6,1,"Jan",2004,12,"exclosure",4,0.333333333333333,"PB"
"965",21,2,"Feb",1999,5,"exclosure",4,0.8,"PB"
"966",25,2,"Feb",2004,7,"exclosure",4,0.571428571428571,"PB"
"967",33,2,"Feb",2015,6,"exclosure",4,0.666666666666667,"PB"
"968",50,3,"Mar",2009,7,"exclosure",4,0.571428571428571,"PB"
"969",55,3,"Mar",2015,5,"exclosure",4,0.8,"PB"
"970",82,5,"May",2001,9,"exclosure",4,0.444444444444444,"PB"
"971",95,5,"May",2015,6,"exclosure",4,0.666666666666667,"PB"
"972",107,6,"Jun",2005,11,"exclosure",4,0.363636363636364,"PB"
"973",111,6,"Jun",2009,18,"exclosure",4,0.222222222222222,"PB"
"974",125,7,"Jul",2004,5,"exclosure",4,0.8,"PB"
"975",157,9,"Sept",2002,7,"exclosure",4,0.571428571428571,"PB"
"976",167,9,"Sept",2013,5,"exclosure",4,0.8,"PB"
"977",177,10,"Oct",1999,5,"exclosure",4,0.8,"PB"
"978",183,10,"Oct",2005,13,"exclosure",4,0.307692307692308,"PB"
"979",217,12,"Dec",1999,12,"exclosure",4,0.333333333333333,"PB"
"980",230,12,"Dec",2014,5,"exclosure",4,0.8,"PB"
"981",273,3,"Mar",2008,16,"control",4,0.25,"PB"
"982",288,4,"Apr",2009,5,"control",4,0.8,"PB"
"983",297,5,"May",2002,8,"control",4,0.5,"PB"
"984",314,6,"Jun",2002,15,"control",4,0.266666666666667,"PB"
"985",315,6,"Jun",2003,13,"control",4,0.307692307692308,"PB"
"986",329,7,"Jul",2003,10,"control",4,0.4,"PB"
"987",363,9,"Sept",2006,4,"control",4,1,"PB"
"988",393,11,"Nov",2001,7,"control",4,0.571428571428571,"PB"
"989",73,5,"May",1989,6,"exclosure",4,0.666666666666667,"PE"
"990",244,3,"Mar",1986,4,"control",4,1,"PE"
"991",3,1,"Jan",2007,5,"exclosure",4,0.8,"PP"
"992",19,3,"Mar",2001,5,"exclosure",4,0.8,"PP"
"993",34,3,"Mar",2016,10,"exclosure",4,0.4,"PP"
"994",48,4,"Apr",1995,5,"exclosure",4,0.8,"PP"
"995",56,4,"Apr",2005,5,"exclosure",4,0.8,"PP"
"996",79,5,"May",1992,4,"exclosure",4,1,"PP"
"997",89,5,"May",2005,5,"exclosure",4,0.8,"PP"
"998",137,7,"Jul",1994,4,"exclosure",4,1,"PP"
"999",140,7,"Jul",2000,14,"exclosure",4,0.285714285714286,"PP"
"1000",144,7,"Jul",2005,12,"exclosure",4,0.333333333333333,"PP"
"1001",161,8,"Aug",1996,18,"exclosure",4,0.222222222222222,"PP"
"1002",162,8,"Aug",2003,6,"exclosure",4,0.666666666666667,"PP"
"1003",176,9,"Sept",2007,17,"exclosure",4,0.235294117647059,"PP"
"1004",193,2,"Feb",2000,10,"control",4,0.4,"PP"
"1005",197,2,"Feb",2012,10,"control",4,0.4,"PP"
"1006",228,4,"Apr",1996,4,"control",4,1,"PP"
"1007",262,5,"May",2001,6,"control",4,0.666666666666667,"PP"
"1008",271,5,"May",2010,7,"control",4,0.571428571428571,"PP"
"1009",285,6,"Jun",1995,4,"control",4,1,"PP"
"1010",287,6,"Jun",1997,10,"control",4,0.4,"PP"
"1011",318,7,"Jul",2004,8,"control",4,0.5,"PP"
"1012",322,7,"Jul",2008,4,"control",4,1,"PP"
"1013",332,7,"Jul",2019,13,"control",4,0.307692307692308,"PP"
"1014",347,8,"Aug",2018,8,"control",4,0.5,"PP"
"1015",358,9,"Sept",2015,27,"control",4,0.148148148148148,"PP"
"1016",26,2,"Feb",1997,9,"exclosure",4,0.444444444444444,"PF"
"1017",63,4,"Apr",1994,4,"exclosure",4,1,"PF"
"1018",76,5,"May",1983,5,"exclosure",4,0.8,"PF"
"1019",80,5,"May",1994,4,"exclosure",4,1,"PF"
"1020",93,6,"Jun",1983,5,"exclosure",4,0.8,"PF"
"1021",94,6,"Jun",1990,4,"exclosure",4,1,"PF"
"1022",100,6,"Jun",1997,5,"exclosure",4,0.8,"PF"
"1023",112,7,"Jul",1982,7,"exclosure",4,0.571428571428571,"PF"
"1024",115,7,"Jul",1992,4,"exclosure",4,1,"PF"
"1025",118,7,"Jul",1996,4,"exclosure",4,1,"PF"
"1026",139,8,"Aug",1995,4,"exclosure",4,1,"PF"
"1027",152,9,"Sept",1993,4,"exclosure",4,1,"PF"
"1028",163,10,"Oct",1982,6,"exclosure",4,0.666666666666667,"PF"
"1029",230,3,"Mar",1983,8,"control",4,0.5,"PF"
"1030",239,3,"Mar",2012,4,"control",4,1,"PF"
"1031",261,5,"May",1996,4,"control",4,1,"PF"
"1032",262,5,"May",1997,4,"control",4,1,"PF"
"1033",265,5,"May",2003,5,"control",4,0.8,"PF"
"1034",275,6,"Jun",1996,5,"control",4,0.8,"PF"
"1035",290,7,"Jul",1996,4,"control",4,1,"PF"
"1036",40,4,"Apr",1987,6,"exclosure",4,0.666666666666667,"PM"
"1037",73,7,"Jul",1987,4,"exclosure",4,1,"PM"
"1038",174,9,"Sept",1987,4,"control",4,1,"PM"
"1039",28,2,"Feb",1990,5,"exclosure",4,0.8,"RM"
"1040",44,3,"Mar",1980,8,"exclosure",4,0.5,"RM"
"1041",47,3,"Mar",1983,5,"exclosure",4,0.8,"RM"
"1042",106,5,"May",2015,5,"exclosure",4,0.8,"RM"
"1043",126,7,"Jul",1989,5,"exclosure",4,0.8,"RM"
"1044",167,11,"Nov",1989,6,"exclosure",4,0.666666666666667,"RM"
"1045",188,12,"Dec",1990,7,"exclosure",4,0.571428571428571,"RM"
"1046",251,3,"Mar",1990,4,"control",4,1,"RM"
"1047",22,2,"Feb",2000,9,"exclosure",5,0.555555555555556,"PB"
"1048",46,3,"Mar",2005,7,"exclosure",5,0.714285714285714,"PB"
"1049",70,4,"Apr",2009,12,"exclosure",5,0.416666666666667,"PB"
"1050",75,4,"Apr",2015,6,"exclosure",5,0.833333333333333,"PB"
"1051",102,6,"Jun",2000,14,"exclosure",5,0.357142857142857,"PB"
"1052",124,7,"Jul",2003,15,"exclosure",5,0.333333333333333,"PB"
"1053",131,7,"Jul",2012,11,"exclosure",5,0.454545454545455,"PB"
"1054",132,7,"Jul",2013,7,"exclosure",5,0.714285714285714,"PB"
"1055",138,8,"Aug",2001,18,"exclosure",5,0.277777777777778,"PB"
"1056",141,8,"Aug",2005,22,"exclosure",5,0.227272727272727,"PB"
"1057",159,9,"Sept",2004,6,"exclosure",5,0.833333333333333,"PB"
"1058",160,9,"Sept",2005,38,"exclosure",5,0.131578947368421,"PB"
"1059",197,11,"Nov",1999,8,"exclosure",5,0.625,"PB"
"1060",222,12,"Dec",2004,11,"exclosure",5,0.454545454545455,"PB"
"1061",235,1,"Jan",2000,10,"control",5,0.5,"PB"
"1062",282,4,"Apr",2000,7,"control",5,0.714285714285714,"PB"
"1063",285,4,"Apr",2006,5,"control",5,1,"PB"
"1064",296,5,"May",2001,6,"control",5,0.833333333333333,"PB"
"1065",300,5,"May",2015,7,"control",5,0.714285714285714,"PE"
"1066",6,2,"Feb",2000,6,"exclosure",5,0.833333333333333,"PP"
"1067",16,3,"Mar",1996,9,"exclosure",5,0.555555555555556,"PP"
"1068",36,3,"Mar",2018,9,"exclosure",5,0.555555555555556,"PP"
"1069",46,4,"Apr",1993,6,"exclosure",5,0.833333333333333,"PP"
"1070",84,5,"May",1998,6,"exclosure",5,0.833333333333333,"PP"
"1071",91,5,"May",2007,7,"exclosure",5,0.714285714285714,"PP"
"1072",110,6,"Jun",1995,6,"exclosure",5,0.833333333333333,"PP"
"1073",116,6,"Jun",2002,9,"exclosure",5,0.555555555555556,"PP"
"1074",203,3,"Mar",1997,6,"control",5,0.833333333333333,"PP"
"1075",231,4,"Apr",2000,5,"control",5,1,"PP"
"1076",248,4,"Apr",2018,16,"control",5,0.3125,"PP"
"1077",265,5,"May",2004,5,"control",5,1,"PP"
"1078",280,5,"May",2019,5,"control",5,1,"PP"
"1079",293,6,"Jun",2003,9,"control",5,0.555555555555556,"PP"
"1080",294,6,"Jun",2004,6,"control",5,0.833333333333333,"PP"
"1081",300,6,"Jun",2012,35,"control",5,0.142857142857143,"PP"
"1082",306,6,"Jun",2019,7,"control",5,0.714285714285714,"PP"
"1083",321,7,"Jul",2007,40,"control",5,0.125,"PP"
"1084",360,9,"Sept",2018,9,"control",5,0.555555555555556,"PP"
"1085",6,1,"Jan",1990,5,"exclosure",5,1,"PF"
"1086",154,9,"Sept",1995,7,"exclosure",5,0.714285714285714,"PF"
"1087",223,2,"Feb",1997,5,"control",5,1,"PF"
"1088",242,4,"Apr",1980,5,"control",5,1,"PF"
"1089",249,4,"Apr",1997,5,"control",5,1,"PF"
"1090",258,5,"May",1983,5,"control",5,1,"PF"
"1091",278,6,"Jun",2008,9,"control",5,0.555555555555556,"PF"
"1092",75,7,"Jul",1997,11,"exclosure",5,0.454545454545455,"PM"
"1093",55,3,"Mar",1992,8,"exclosure",5,0.625,"RM"
"1094",59,3,"Mar",1997,6,"exclosure",5,0.833333333333333,"RM"
"1095",80,4,"Apr",1990,6,"exclosure",5,0.833333333333333,"RM"
"1096",168,11,"Nov",1990,7,"exclosure",5,0.714285714285714,"RM"
"1097",90,5,"May",2009,19,"exclosure",6,0.315789473684211,"PB"
"1098",121,7,"Jul",2000,28,"exclosure",6,0.214285714285714,"PB"
"1099",126,7,"Jul",2005,17,"exclosure",6,0.352941176470588,"PB"
"1100",136,8,"Aug",1998,21,"exclosure",6,0.285714285714286,"PB"
"1101",140,8,"Aug",2004,9,"exclosure",6,0.666666666666667,"PB"
"1102",182,10,"Oct",2004,7,"exclosure",6,0.857142857142857,"PB"
"1103",318,6,"Jun",2007,37,"control",6,0.162162162162162,"PB"
"1104",364,9,"Sept",2007,32,"control",6,0.1875,"PB"
"1105",380,10,"Oct",2006,8,"control",6,0.75,"PB"
"1106",397,11,"Nov",2005,15,"control",6,0.4,"PB"
"1107",38,3,"Mar",1989,7,"exclosure",6,0.857142857142857,"PE"
"1108",8,2,"Feb",2012,7,"exclosure",6,0.857142857142857,"PP"
"1109",31,3,"Mar",2013,7,"exclosure",6,0.857142857142857,"PP"
"1110",52,4,"Apr",2000,6,"exclosure",6,1,"PP"
"1111",53,4,"Apr",2001,6,"exclosure",6,1,"PP"
"1112",135,7,"Jul",1992,15,"exclosure",6,0.4,"PP"
"1113",138,7,"Jul",1995,9,"exclosure",6,0.666666666666667,"PP"
"1114",152,7,"Jul",2013,19,"exclosure",6,0.315789473684211,"PP"
"1115",177,9,"Sept",2010,20,"exclosure",6,0.3,"PP"
"1116",187,10,"Oct",2011,50,"exclosure",6,0.12,"PP"
"1117",210,3,"Mar",2005,11,"control",6,0.545454545454545,"PP"
"1118",214,3,"Mar",2009,9,"control",6,0.666666666666667,"PP"
"1119",219,3,"Mar",2016,13,"control",6,0.461538461538462,"PP"
"1120",346,8,"Aug",2016,12,"control",6,0.5,"PP"
"1121",352,9,"Sept",2006,13,"control",6,0.461538461538462,"PP"
"1122",25,2,"Feb",1996,12,"exclosure",6,0.5,"PF"
"1123",131,8,"Aug",1982,8,"exclosure",6,0.75,"PF"
"1124",245,4,"Apr",1983,9,"control",6,0.666666666666667,"PF"
"1125",50,3,"Mar",1987,7,"exclosure",6,0.857142857142857,"RM"
"1126",186,12,"Dec",1988,7,"exclosure",6,0.857142857142857,"RM"
"1127",224,2,"Feb",1989,6,"control",6,1,"RM"
"1128",244,3,"Mar",1982,6,"control",6,1,"RM"
"1129",62,4,"Apr",2000,11,"exclosure",7,0.636363636363636,"PB"
"1130",66,4,"Apr",2005,7,"exclosure",7,1,"PB"
"1131",69,4,"Apr",2008,16,"exclosure",7,0.4375,"PB"
"1132",89,5,"May",2008,13,"exclosure",7,0.538461538461538,"PB"
"1133",109,6,"Jun",2007,40,"exclosure",7,0.175,"PB"
"1134",123,7,"Jul",2002,21,"exclosure",7,0.333333333333333,"PB"
"1135",139,8,"Aug",2003,14,"exclosure",7,0.5,"PB"
"1136",161,9,"Sept",2006,8,"exclosure",7,0.875,"PB"
"1137",203,11,"Nov",2005,23,"exclosure",7,0.304347826086957,"PB"
"1138",240,1,"Jan",2006,19,"control",7,0.368421052631579,"PB"
"1139",251,2,"Feb",2002,7,"control",7,1,"PB"
"1140",287,4,"Apr",2008,13,"control",7,0.538461538461538,"PB"
"1141",303,5,"May",2008,15,"control",7,0.466666666666667,"PB"
"1142",17,3,"Mar",1997,8,"exclosure",7,0.875,"PP"
"1143",18,3,"Mar",2000,9,"exclosure",7,0.777777777777778,"PP"
"1144",54,4,"Apr",2002,7,"exclosure",7,1,"PP"
"1145",69,4,"Apr",2018,10,"exclosure",7,0.7,"PP"
"1146",82,5,"May",1996,14,"exclosure",7,0.5,"PP"
"1147",98,5,"May",2014,11,"exclosure",7,0.636363636363636,"PP"
"1148",111,6,"Jun",1996,15,"exclosure",7,0.466666666666667,"PP"
"1149",120,6,"Jun",2006,10,"exclosure",7,0.7,"PP"
"1150",124,6,"Jun",2012,35,"exclosure",7,0.2,"PP"
"1151",130,6,"Jun",2019,9,"exclosure",7,0.777777777777778,"PP"
"1152",151,7,"Jul",2012,44,"exclosure",7,0.159090909090909,"PP"
"1153",259,5,"May",1997,8,"control",7,0.875,"PP"
"1154",260,5,"May",1998,10,"control",7,0.7,"PP"
"1155",290,6,"Jun",2000,12,"control",7,0.583333333333333,"PP"
"1156",295,6,"Jun",2005,20,"control",7,0.35,"PP"
"1157",299,6,"Jun",2009,13,"control",7,0.538461538461538,"PP"
"1158",325,7,"Jul",2011,15,"control",7,0.466666666666667,"PP"
"1159",359,9,"Sept",2017,37,"control",7,0.189189189189189,"PP"
"1160",33,3,"Mar",1980,8,"exclosure",7,0.875,"PF"
"1161",42,3,"Mar",1996,10,"exclosure",7,0.7,"PF"
"1162",46,3,"Mar",2003,9,"exclosure",7,0.777777777777778,"PF"
"1163",92,6,"Jun",1982,8,"exclosure",7,0.875,"PF"
"1164",205,12,"Dec",1995,11,"exclosure",7,0.636363636363636,"PF"
"1165",233,3,"Mar",1997,11,"control",7,0.636363636363636,"PF"
"1166",248,4,"Apr",1996,7,"control",7,1,"PF"
"1167",8,1,"Jan",1989,12,"exclosure",7,0.583333333333333,"RM"
"1168",9,1,"Jan",1990,17,"exclosure",7,0.411764705882353,"RM"
"1169",22,2,"Feb",1982,9,"exclosure",7,0.777777777777778,"RM"
"1170",29,2,"Feb",1991,7,"exclosure",7,1,"RM"
"1171",71,3,"Mar",2015,18,"exclosure",7,0.388888888888889,"RM"
"1172",77,4,"Apr",1987,8,"exclosure",7,0.875,"RM"
"1173",90,4,"Apr",2015,12,"exclosure",7,0.583333333333333,"RM"
"1174",96,5,"May",1989,7,"exclosure",7,1,"RM"
"1175",112,6,"Jun",1989,9,"exclosure",7,0.777777777777778,"RM"
"1176",250,3,"Mar",1989,7,"control",7,1,"RM"
"1177",3,1,"Jan",2000,10,"exclosure",8,0.8,"PB"
"1178",42,3,"Mar",2001,9,"exclosure",8,0.888888888888889,"PB"
"1179",108,6,"Jun",2006,14,"exclosure",8,0.571428571428571,"PB"
"1180",200,11,"Nov",2002,26,"exclosure",8,0.307692307692308,"PB"
"1181",241,1,"Jan",2007,11,"control",8,0.727272727272727,"PB"
"1182",252,2,"Feb",2003,14,"control",8,0.571428571428571,"PB"
"1183",265,3,"Mar",2000,8,"control",8,1,"PB"
"1184",332,7,"Jul",2006,11,"control",8,0.727272727272727,"PB"
"1185",411,12,"Dec",2002,25,"control",8,0.32,"PB"
"1186",270,4,"Apr",1987,10,"control",8,0.8,"PE"
"1187",24,3,"Mar",2006,12,"exclosure",8,0.666666666666667,"PP"
"1188",85,5,"May",1999,9,"exclosure",8,0.888888888888889,"PP"
"1189",103,5,"May",2019,8,"exclosure",8,1,"PP"
"1190",207,3,"Mar",2002,8,"control",8,1,"PP"
"1191",229,4,"Apr",1997,14,"control",8,0.571428571428571,"PP"
"1192",233,4,"Apr",2002,11,"control",8,0.727272727272727,"PP"
"1193",234,4,"Apr",2004,9,"control",8,0.888888888888889,"PP"
"1194",241,4,"Apr",2011,15,"control",8,0.533333333333333,"PP"
"1195",266,5,"May",2005,8,"control",8,1,"PP"
"1196",292,6,"Jun",2002,12,"control",8,0.666666666666667,"PP"
"1197",296,6,"Jun",2006,13,"control",8,0.615384615384615,"PP"
"1198",304,6,"Jun",2017,22,"control",8,0.363636363636364,"PP"
"1199",315,7,"Jul",2000,23,"control",8,0.347826086956522,"PP"
"1200",331,7,"Jul",2018,11,"control",8,0.727272727272727,"PP"
"1201",365,10,"Oct",2006,22,"control",8,0.363636363636364,"PP"
"1202",82,5,"May",1997,8,"exclosure",8,1,"PF"
"1203",328,10,"Oct",1995,8,"control",8,1,"PF"
"1204",41,2,"Feb",2015,9,"exclosure",8,0.888888888888889,"RM"
"1205",46,3,"Mar",1982,9,"exclosure",8,0.888888888888889,"RM"
"1206",54,3,"Mar",1991,10,"exclosure",8,0.8,"RM"
"1207",245,3,"Mar",1983,8,"control",8,1,"RM"
"1208",261,3,"Mar",2015,18,"control",8,0.444444444444444,"RM"
"1209",289,5,"May",2015,11,"control",8,0.727272727272727,"RM"
"1210",45,3,"Mar",2004,9,"exclosure",9,1,"PB"
"1211",68,4,"Apr",2007,22,"exclosure",9,0.409090909090909,"PB"
"1212",88,5,"May",2007,38,"exclosure",9,0.236842105263158,"PB"
"1213",266,3,"Mar",2001,12,"control",9,0.75,"PB"
"1214",49,4,"Apr",1996,16,"exclosure",9,0.5625,"PP"
"1215",67,4,"Apr",2016,10,"exclosure",9,0.9,"PP"
"1216",70,4,"Apr",2019,10,"exclosure",9,0.9,"PP"
"1217",118,6,"Jun",2004,15,"exclosure",9,0.6,"PP"
"1218",126,6,"Jun",2015,23,"exclosure",9,0.391304347826087,"PP"
"1219",143,7,"Jul",2004,17,"exclosure",9,0.529411764705882,"PP"
"1220",145,7,"Jul",2006,20,"exclosure",9,0.45,"PP"
"1221",169,8,"Aug",2016,15,"exclosure",9,0.6,"PP"
"1222",198,2,"Feb",2015,17,"control",9,0.529411764705882,"PP"
"1223",206,3,"Mar",2001,11,"control",9,0.818181818181818,"PP"
"1224",220,3,"Mar",2017,10,"control",9,0.9,"PP"
"1225",239,4,"Apr",2009,13,"control",9,0.692307692307692,"PP"
"1226",246,4,"Apr",2016,10,"control",9,0.9,"PP"
"1227",370,11,"Nov",2006,43,"control",9,0.209302325581395,"PP"
"1228",345,12,"Dec",1995,9,"control",9,1,"PF"
"1229",26,2,"Feb",2007,14,"exclosure",10,0.714285714285714,"PB"
"1230",41,3,"Mar",2000,11,"exclosure",10,0.909090909090909,"PB"
"1231",63,4,"Apr",2001,10,"exclosure",10,1,"PB"
"1232",158,9,"Sept",2003,15,"exclosure",10,0.666666666666667,"PB"
"1233",180,10,"Oct",2002,21,"exclosure",10,0.476190476190476,"PB"
"1234",184,10,"Oct",2006,15,"exclosure",10,0.666666666666667,"PB"
"1235",271,3,"Mar",2006,15,"control",10,0.666666666666667,"PB"
"1236",319,6,"Jun",2008,28,"control",10,0.357142857142857,"PB"
"1237",23,3,"Mar",2005,12,"exclosure",10,0.833333333333333,"PP"
"1238",59,4,"Apr",2008,10,"exclosure",10,1,"PP"
"1239",86,5,"May",2002,10,"exclosure",10,1,"PP"
"1240",90,5,"May",2006,10,"exclosure",10,1,"PP"
"1241",93,5,"May",2009,10,"exclosure",10,1,"PP"
"1242",156,7,"Jul",2018,15,"exclosure",10,0.666666666666667,"PP"
"1243",263,5,"May",2002,11,"control",10,0.909090909090909,"PP"
"1244",327,7,"Jul",2013,32,"control",10,0.3125,"PP"
"1245",57,4,"Apr",1983,11,"exclosure",10,0.909090909090909,"PF"
"1246",52,3,"Mar",1989,12,"exclosure",10,0.833333333333333,"RM"
"1247",48,3,"Mar",2007,12,"exclosure",11,0.916666666666667,"PB"
"1248",104,6,"Jun",2002,22,"exclosure",11,0.5,"PB"
"1249",105,6,"Jun",2003,17,"exclosure",11,0.647058823529412,"PB"
"1250",398,11,"Nov",2006,13,"control",11,0.846153846153846,"PB"
"1251",7,2,"Feb",2007,13,"exclosure",11,0.846153846153846,"PP"
"1252",10,2,"Feb",2015,12,"exclosure",11,0.916666666666667,"PP"
"1253",30,3,"Mar",2012,19,"exclosure",11,0.578947368421053,"PP"
"1254",62,4,"Apr",2011,15,"exclosure",11,0.733333333333333,"PP"
"1255",154,7,"Jul",2016,13,"exclosure",11,0.846153846153846,"PP"
"1256",235,4,"Apr",2005,11,"control",11,1,"PP"
"1257",278,5,"May",2017,17,"control",11,0.647058823529412,"PP"
"1258",303,6,"Jun",2016,11,"control",11,1,"PP"
"1259",329,7,"Jul",2016,15,"control",11,0.733333333333333,"PP"
"1260",366,10,"Oct",2011,62,"control",11,0.17741935483871,"PP"
"1261",43,3,"Mar",1997,12,"exclosure",11,0.916666666666667,"PF"
"1262",81,5,"May",1996,11,"exclosure",11,1,"PF"
