"","recordID","month","day","year","period","plot","note1","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3","prevrt","prevlet","nestdir","neststk","note4","note5","treatment","resourcetreatment","anttreatment","Month"
"2996",36544,5,4,2003,299,3,NA,11,"PE","F","","","","","P","E","",21,28,"46546D","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"2997",36545,5,4,2003,299,3,NA,52,"PP","F","","","","","","E","",21,17,"40511E","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"2998",36554,5,4,2003,299,3,NA,21,"PB","F","","","","","","E","",27,36,"4C195B","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"2999",36561,5,4,2003,299,4,NA,36,"PB","F","","","","","","E","",26,28,"237566","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3000",36570,5,4,2003,299,4,NA,14,"PB","F","","","","","","E","",27,38,"3C3D1D","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3001",36578,5,4,2003,299,6,NA,57,"PB","F","","","","","","E","",26,36,"5310PB","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3002",36579,5,4,2003,299,6,NA,56,"PB","F","","","","","","E","",25,33,"4E4E36","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3003",36580,5,4,2003,299,6,NA,41,"PB","F","","","","","","B","",25,30,"0E6C41","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3004",36582,5,4,2003,299,6,NA,51,"PB","F","","","","","","E","",26,30,"6000PB","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3005",36583,5,4,2003,299,6,NA,45,"PB","F","","","","","P","B","",26,35,"1A0C3F","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3006",36587,5,4,2003,299,6,NA,16,"PB","F","","","","","","E","",27,33,"00645F","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3007",36591,5,4,2003,299,6,NA,71,"PB","F","","","","","","E","",26,28,"203363","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3008",36592,5,4,2003,299,6,NA,64,"PB","F","","","","","","E","",26,34,"534249","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3009",36602,5,4,2003,299,11,NA,31,"PP","F","","","","","P","","",21,18,"656422","","0","","0","0","",NA,"","","control",NA,"none","May"
"3010",36610,5,4,2003,299,11,NA,11,"PB","F","","","","","P","","",27,37,"6A0731","","0","","0","0","",NA,"","","control",NA,"none","May"
"3011",36612,5,4,2003,299,9,NA,54,"PB","F","","","","","","E","",25,31,"546D7E","","0","","0","0","",NA,"","","spectabs",NA,"none","May"
"3012",36613,5,4,2003,299,9,NA,71,"PE","F","","","","","P","E","",20,38,"0B7667","","0","","0","0","",NA,"","","spectabs",NA,"none","May"
"3013",36628,5,4,2003,299,9,NA,15,"PB","F","","","","","","E","",27,39,"3B1506","","0","","0","0","",NA,"","","spectabs",NA,"none","May"
"3014",36638,5,4,2003,299,8,NA,44,"PF","F","","","","B","","E","",15,7,"6A6B17","*","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3015",36639,5,4,2003,299,8,NA,12,"PB","F","","","","","P","E","",27,34,"26363","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3016",36646,5,4,2003,299,8,NA,16,"PB","F","","","","","","E","",26,32,"317910","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3017",36653,5,4,2003,299,13,NA,37,"PF","F","","","","","","E","",14,7,"4B2E11","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3018",36655,5,4,2003,299,13,NA,41,"PB","F","","","","","","B","",25,30,"7554","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3019",36656,5,4,2003,299,13,NA,11,"PB","F","","","","","","E","",26,29,"733F73","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3020",36657,5,4,2003,299,13,NA,66,"PE","F","","","","","","E","",20,21,"160F52","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3021",36663,5,4,2003,299,13,NA,76,"PB","F","","","","","","E","",27,38,"24659","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3022",36683,5,4,2003,299,15,NA,76,"PB","F","","","","","P","E","",26,37,"701178","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3023",36688,5,4,2003,299,15,NA,25,"PB","F","","","","","","E","",25,27,"716537","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3024",36690,5,4,2003,299,15,NA,54,"RM","F","","","","","","E","",16,9,"3B5C04","*","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3025",36691,5,4,2003,299,15,NA,66,"PB","F","","","","","","E","",26,26,"482738","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3026",36692,5,4,2003,299,15,1,57,"PB","F","","","","","","E","",26,NA,"50354","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3027",36693,5,4,2003,299,15,NA,15,"PE","F","","","","","P","","",21,19,"46550B","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3028",36695,5,4,2003,299,15,NA,73,"PB","F","","","","","","E","",26,30,"6D0F4D","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3029",36700,5,4,2003,299,7,NA,37,"PE","F","","","","","P","E","",19,22,"","","0","","0","0","",NA,"","R","removal",NA,"none","May"
"3030",36718,5,28,2003,-300,16,9,NA,"PB","F","","","","","","E","",26,27,"50354","","0","","0","0","",NA,"","R","removal",NA,"none","May"
"3031",36720,5,28,2003,-300,16,9,NA,"PP","F","","","","","","E","",23,20,"","","0","","0","0","",NA,"","R","removal",NA,"none","May"
"3032",36723,5,28,2003,300,1,NA,65,"PP","F","","","","","","E","",22,16,"377B0A","","0","","0","0","",NA,"","","spectabs",NA,"none","May"
"3033",36724,5,28,2003,300,1,NA,64,"PP","F","","","","","","E","",21,14,"13566D","","0","","0","0","",NA,"","","spectabs",NA,"none","May"
"3034",36732,5,28,2003,300,1,NA,34,"PP","F","","","","","","E","",22,14,"121C40","","0","","0","0","",NA,"","","spectabs",NA,"none","May"
"3035",36734,5,28,2003,300,2,NA,26,"PP","F","","","","","P","E","",21,16,"79117E","","0","","0","0","",NA,"","","control",NA,"none","May"
"3036",36742,5,28,2003,300,2,NA,15,"PP","F","","","","","","E","",21,16,"07393C","*","0","","0","0","",NA,"","","control",NA,"none","May"
"3037",36756,5,28,2003,300,2,NA,73,"PP","F","","","","","","E","",23,16,"516714","","0","","0","0","",NA,"","","control",NA,"none","May"
"3038",36767,5,28,2003,300,12,NA,23,"PP","F","","","","","","B","",21,17,"231F4F","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3039",36769,5,28,2003,300,12,NA,35,"PP","F","","","","","","E","",21,13,"27440B","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3040",36774,5,28,2003,300,12,NA,52,"PP","F","","","","","","E","",23,20,"72333B","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3041",36783,5,28,2003,300,19,NA,76,"PP","F","","","","","P","E","",22,17,"4F0110","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3042",36786,5,28,2003,300,19,NA,34,"PB","F","","","","","P","E","",26,43,"290849","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3043",36799,5,28,2003,300,18,NA,61,"PB","F","","","","","","E","",26,27,"1E1156","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3044",36801,5,28,2003,300,18,NA,41,"PB","F","","","","","","E","",25,34,"94558","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3045",36804,5,28,2003,300,18,NA,65,"PB","F","","","","","","E","",25,30,"1A0C1E","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3046",36806,5,28,2003,300,18,NA,25,"PB","F","","","","","","E","",27,33,"76096E","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3047",36807,5,28,2003,300,18,NA,23,"PB","F","","","","","","B","",26,26,"3B5966","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3048",36811,5,28,2003,300,18,NA,32,"PB","F","","","","","","E","",26,25,"6C041B","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3049",36816,5,28,2003,300,17,NA,41,"PB","F","","","","","","E","",24,34,"1D7652","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3050",36818,5,28,2003,300,17,NA,65,"PP","F","","","","","","E","",20,13,"4B4120","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3051",36821,5,28,2003,300,17,NA,45,"PB","F","","","","","","E","",25,36,"63510","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3052",36822,5,28,2003,300,17,NA,22,"PP","F","","","","","","E","",19,14,"1B3817","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3053",36826,5,28,2003,300,17,NA,37,"PB","F","","","","","","E","",25,28,"6D1427","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3054",36837,5,28,2003,300,20,NA,26,"PB","F","","","","","","E","",26,37,"467A7C","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3055",36838,5,28,2003,300,20,NA,27,"PB","F","","","","","","E","",26,30,"695D72","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3056",36839,5,28,2003,300,20,NA,52,"PB","F","","","","","","E","",24,28,"296E58","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3057",36840,5,28,2003,300,20,NA,64,"PB","F","","","","","","E","",27,30,"3A2C14","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3058",36842,5,28,2003,300,20,NA,65,"PB","F","","","","","","B","",26,27,"073D42","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3059",36844,5,28,2003,300,20,NA,72,"PP","F","","","","","","E","",22,16,"151257","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3060",36848,5,28,2003,300,20,NA,16,"PB","F","","","","","","E","",28,33,"6003PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3061",36851,5,28,2003,300,21,NA,22,"PB","F","","","","","","E","",27,33,"430408","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3062",36858,5,28,2003,300,21,NA,47,"PB","F","","","","","","E","",27,29,"6004PB","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3063",36859,5,28,2003,300,21,NA,56,"PB","F","","","","","P","E","",25,32,"512905","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3064",36860,5,28,2003,300,21,NA,62,"PF","F","","","","","P","B","",15,7,"19403F","*","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3065",36866,5,28,2003,300,21,NA,64,"PB","F","","","","","","E","",27,26,"33556D","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3066",36870,5,28,2003,300,21,NA,72,"PB","F","","","","","","E","",25,26,"53124E","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3067",36871,5,28,2003,300,22,NA,26,"PB","F","","","","","","E","",26,27,"744805","","0","","0","0","",NA,"","","control",NA,"none","May"
"3068",36872,5,28,2003,300,22,NA,73,"PB","F","","","","","","E","",25,28,"12278","*","0","","0","0","",NA,"","","control",NA,"none","May"
"3069",36879,5,28,2003,300,22,NA,65,"PB","F","","","","","","E","",27,26,"0C2112","","0","","0","0","",NA,"","","control",NA,"none","May"
"3070",36880,5,28,2003,300,24,NA,23,"PE","F","","","","","","E","",21,20,"","","0","","0","0","",NA,"","R","removal",NA,"none","May"
"3071",36881,5,28,2003,300,24,NA,13,"PB","F","","","","","","E","",26,36,"","","0","","0","0","",NA,"","R","removal",NA,"none","May"
"3072",36882,5,28,2003,300,23,NA,23,"PE","F","","","","","","E","",20,22,"","","0","","0","0","",NA,"","R","removal",NA,"all_ants","May"
"3073",36886,5,28,2003,300,16,NA,52,"PP","F","","","","","","E","",21,13,"","","0","","0","0","",NA,"","R","removal",NA,"none","May"
"3074",36892,5,28,2003,300,16,NA,55,"PB","F","","","","","","E","",25,25,"3B4616","","0","","0","0","",NA,"","R","removal",NA,"none","May"
"3075",36901,5,29,2003,300,3,NA,21,"PB","F","","","","","","B","",26,32,"4C195B","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3076",36908,5,29,2003,300,3,NA,67,"PB","F","","","","","","E","",27,28,"1F0A28","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3077",36919,5,29,2003,300,4,NA,25,"PB","F","","","","","","B","",27,31,"3C3D1D","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3078",36925,5,29,2003,300,4,NA,16,"PB","F","","","","","","E","",26,25,"237566","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3079",36926,5,29,2003,300,4,NA,44,"PF","F","","","","","","E","",15,8,"0E2B51","*","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3080",36936,5,29,2003,300,6,NA,71,"PB","F","","","","","","E","",26,25,"6000PB","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3081",36939,5,29,2003,300,6,NA,56,"PB","F","","","","","","E","",25,29,"4E4E36","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3082",36940,5,29,2003,300,6,NA,53,"PB","F","","","","","","E","L",26,33,"534249","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3083",36944,5,29,2003,300,6,NA,63,"PP","F","","","","","","E","",22,15,"6004PP","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3084",36946,5,29,2003,300,6,NA,34,"PB","F","","","","","","E","",25,29,"1A0C3F","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3085",36948,5,29,2003,300,6,NA,27,"PB","F","","","","","","E","",27,32,"00645F","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3086",36950,5,29,2003,300,6,NA,77,"PP","F","","","","","","B","",21,14,"360307","*","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3087",36951,5,29,2003,300,6,NA,62,"PB","F","","","","","","E","",26,26,"203363","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3088",36958,5,29,2003,300,11,NA,53,"PP","F","","","","","P","E","",21,16,"29150D","","0","","0","0","",NA,"","","control",NA,"none","May"
"3089",36970,5,29,2003,300,9,NA,55,"PB","F","","","","","","B","",27,30,"3B1506","","0","","0","0","",NA,"","","spectabs",NA,"none","May"
"3090",36971,5,29,2003,300,9,NA,33,"PE","F","","","","","","E","",20,26,"0B7667","","0","","0","0","",NA,"","","spectabs",NA,"none","May"
"3091",36972,5,29,2003,300,9,NA,11,"PP","F","","","","","P","R","",22,18,"7C6C1D","","0","","0","0","",NA,"","","spectabs",NA,"none","May"
"3092",36976,5,29,2003,300,9,NA,53,"PP","F","","","","","","R","",22,17,"606076","","0","","0","0","",NA,"","","spectabs",NA,"none","May"
"3093",36988,5,29,2003,300,8,NA,74,"PB","F","","","","","","E","",25,27,"26363","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3094",36998,5,29,2003,300,8,NA,72,"PP","F","","","","","","R","",22,15,"052D5B","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3095",37004,5,29,2003,300,13,NA,77,"PB","F","","","","","","E","",26,36,"24659","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3096",37006,5,29,2003,300,13,NA,51,"PP","F","","","","","","B","",24,16,"1A5428","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3097",37007,5,29,2003,300,13,NA,42,"PF","F","","","","","","E","",15,8,"62140F","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3098",37011,5,29,2003,300,13,NA,31,"PB","F","","","","","","E","",26,27,"7554","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3099",37015,5,29,2003,300,13,NA,17,"PB","F","","","","","","E","",27,33,"1A053E","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3100",37016,5,29,2003,300,13,NA,12,"PB","F","","","","","","E","",26,21,"733F73","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3101",37023,5,29,2003,300,14,NA,41,"PP","F","","","","","","E","",21,14,"84075","","0","","0","0","",NA,"","","control",NA,"none","May"
"3102",37044,5,29,2003,300,15,NA,26,"PB","F","","","","","","E","",26,29,"716537","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3103",37049,5,29,2003,300,7,NA,31,"PE","F","","","","B","","E","",19,24,"","","0","","0","0","",NA,"","R","removal",NA,"none","May"
"3104",37069,6,28,2003,301,2,NA,27,"PP","F","","","","","","R","",22,19,"07393C","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3105",37078,6,28,2003,301,2,NA,32,"PP","F","","","","","","E","",21,16,"0D390C","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3106",37081,6,28,2003,301,2,1,NA,"PP","F","","","","","","R","",21,17,"5B1622","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3107",37082,6,28,2003,301,2,NA,77,"PP","F","","","","","","E","",22,20,"516714","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3108",37086,6,28,2003,301,12,NA,42,"PP","F","","","","","","B","",22,19,"72333B","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3109",37099,6,28,2003,301,12,NA,21,"PP","F","","","","","","E","",22,21,"231F4F","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3110",37110,6,28,2003,301,19,NA,15,"PP","F","","","","","","E","",22,20,"7C357F","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3111",37112,6,28,2003,301,19,NA,37,"PP","F","","","","","","B","",22,19,"1B481E","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3112",37114,6,28,2003,301,19,NA,32,"PB","F","","","","","","E","",27,41,"290849","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3113",37119,6,28,2003,301,18,NA,53,"PB","F","","","","","","E","",25,32,"1A0C1E","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3114",37137,6,28,2003,301,17,NA,71,"PP","F","","","","","","B","",22,17,"4B4120","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3115",37142,6,28,2003,301,17,NA,51,"PB","F","","","","","","B","",26,38,"1D7652","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3116",37150,6,28,2003,301,20,NA,26,"PB","F","","","","","","E","",27,33,"467A7C","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3117",37153,6,28,2003,301,20,NA,62,"PP","F","","","","","","E","",23,19,"151257","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3118",37183,6,28,2003,301,16,NA,15,"PP","F","","","","","","B","",21,19,"","","0","","0","0","",NA,"","R","removal",NA,"none","Jun"
"3119",37189,6,28,2003,301,23,NA,33,"PE","F","","","","","","E","",20,21,"","","0","","0","0","",NA,"","R","removal",NA,"all_ants","Jun"
"3120",37194,6,29,2003,301,3,NA,31,"PP","F","","","","","","E","",22,15,"40511E","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3121",37199,6,29,2003,301,3,NA,66,"PB","F","","","","","","E","",26,30,"1F0A28","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3122",37203,6,29,2003,301,3,NA,46,"PP","F","","","","","","E","",21,18,"7002PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3123",37206,6,29,2003,301,3,NA,22,"PP","F","","","","","","B","",23,16,"0C491C","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3124",37217,6,29,2003,301,4,NA,25,"PB","F","","","","","","E","",26,31,"3C3D1D","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3125",37218,6,29,2003,301,4,NA,55,"PP","F","","","","","","E","",21,15,"532629","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3126",37227,6,29,2003,301,4,NA,12,"PF","F","","","","","","E","",15,8,"0E2B51","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3127",37240,6,29,2003,301,6,NA,62,"PB","F","","","","","","E","",26,31,"534249","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3128",37251,6,29,2003,301,6,NA,72,"PF","F","","","","","","E","",16,8,"701404","*","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3129",37255,6,29,2003,301,6,NA,56,"PP","F","","","","","","E","",22,16,"360307","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3130",37257,6,29,2003,301,6,NA,63,"PP","F","","","","","","E","",22,17,"6004PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3131",37273,6,29,2003,301,11,NA,17,"PP","F","","","","","","E","",21,15,"29150D","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3132",37275,6,29,2003,301,11,NA,12,"PP","F","","","","","","E","",22,15,"656422","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3133",37283,6,29,2003,301,9,NA,57,"PP","F","","","","","","B","",22,15,"7312PP","","0","","0","0","",NA,"","","spectabs",NA,"none","Jun"
"3134",37289,6,29,2003,301,9,NA,65,"PP","F","","","","","","E","",23,15,"606076","","0","","0","0","",NA,"","","spectabs",NA,"none","Jun"
"3135",37302,6,29,2003,301,8,NA,62,"PP","F","","","","","","E","",22,14,"052D5B","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3136",37303,6,29,2003,301,8,NA,15,"PB","F","","","","","","E","",26,25,"26363","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3137",37306,6,29,2003,301,13,NA,72,"PP","F","","","","","","B","",23,18,"1A5428","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3138",37312,6,29,2003,301,13,NA,46,"PF","F","","","","","","B","",14,8,"62140F","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3139",37317,6,29,2003,301,13,NA,52,"PB","F","","","","","","B","",26,29,"7554","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3140",37320,6,29,2003,301,13,NA,16,"PB","F","","","","","","B","",26,33,"1A053E","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3141",37326,6,29,2003,301,14,NA,75,"PP","F","","","","","","E","",22,16,"280A69","*","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3142",37333,6,29,2003,301,14,NA,42,"PP","F","","","","","","B","",23,14,"261C05","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3143",37335,6,29,2003,301,14,NA,37,"PP","F","","","","","","E","",21,14,"096B57","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3144",37338,6,29,2003,301,15,NA,22,"PB","F","","","","","","E","",26,26,"4A4448","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3145",37339,6,29,2003,301,15,NA,47,"PB","F","","","","","","E","",25,27,"716537","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3146",37340,6,29,2003,301,15,NA,55,"PP","F","","","","","","B","",21,13,"260861","*","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3147",37345,6,29,2003,301,15,NA,34,"PP","F","","","","","","E","",23,25,"7332PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3148",37350,6,29,2003,301,15,NA,42,"PB","F","","","","","","E","",25,24,"621B01","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3149",37352,6,29,2003,301,7,NA,21,"PE","F","","","","","","E","",20,22,"","","0","","0","0","",NA,"","R","removal",NA,"none","Jun"
"3150",37365,7,28,2003,302,1,NA,46,"PP","F","","","","","","E","",22,15,"353166","","0","","0","0","",NA,"","","spectabs",NA,"none","Jul"
"3151",37379,7,28,2003,302,2,NA,51,"PP","F","","","","","","E","",21,15,"0D390C","","0","","0","0","",NA,"","","control",NA,"none","Jul"
"3152",37390,7,28,2003,302,2,NA,33,"PP","F","","","","","","E","",20,15,"5B1622","","0","","0","0","",NA,"","","control",NA,"none","Jul"
"3153",37416,7,28,2003,302,19,NA,15,"PB","F","","","","","","E","",27,31,"485326","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"3154",37422,7,28,2003,302,19,NA,14,"PP","F","","","","","","E","",22,17,"070F0B","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"3155",37426,7,28,2003,302,19,NA,34,"PP","F","","","","","","E","",22,16,"7C357F","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"3156",37430,7,28,2003,302,18,NA,62,"PB","F","","","","","","E","",25,33,"94558","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"3157",37437,7,28,2003,302,18,NA,64,"PB","F","","","","","","E","",25,32,"1A0C1E","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"3158",37440,7,28,2003,302,17,NA,77,"PP","F","","","","","","E","",22,12,"265372","*","0","","0","0","",NA,"","","control",NA,"all_ants","Jul"
"3159",37454,7,28,2003,302,17,NA,61,"PB","F","","","","","","E","",25,31,"1D7652","","0","","0","0","",NA,"","","control",NA,"all_ants","Jul"
"3160",37464,7,28,2003,302,20,NA,26,"PB","F","","","","","","E","",26,33,"467A7C","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"3161",37479,7,28,2003,302,21,NA,55,"PB","F","","","","","","E","",26,28,"512905","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"3162",37480,7,28,2003,302,21,NA,57,"PB","F","","","","","","E","",26,28,"6004PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"3163",37526,7,29,2003,302,3,NA,55,"PP","F","","","","","","E","",23,15,"7002PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"3164",37531,7,29,2003,302,3,NA,52,"PP","F","","","","","","E","",21,12,"40511E","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"3165",37572,7,29,2003,302,6,NA,52,"PB","F","","","","","","E","",26,33,"534249","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"3166",37609,7,29,2003,302,8,NA,75,"PP","F","","","","","","E","",22,15,"7F4031","*","0","","0","0","",NA,"","","control",NA,"all_ants","Jul"
"3167",37631,7,29,2003,302,13,NA,32,"PB","F","","","","","","B","",26,27,"7554","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"3168",37666,7,29,2003,302,7,NA,21,"PE","F","","","","","","E","",20,18,"","","0","","0","0","",NA,"","R","removal",NA,"none","Jul"
"3169",37674,8,23,2003,303,1,NA,42,"PP","F","","","","","","E","",22,20,"353166","","0","","0","0","",NA,"","","spectabs",NA,"none","Aug"
"3170",37727,8,23,2003,303,18,NA,21,"PB","F","","","","","","E","",26,39,"94558","","0","","0","0","",NA,"","","exclosure",NA,"none","Aug"
"3171",37741,8,23,2003,303,17,NA,42,"PP","F","","","","","","E","",21,20,"7003PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Aug"
"3172",37742,8,23,2003,303,17,NA,62,"PB","F","","","","","","E","",26,41,"1D7652","","0","","0","0","",NA,"","","control",NA,"all_ants","Aug"
"3173",37746,8,23,2003,303,20,NA,61,"RM","F","","","","","","E","",15,14,"237017","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Aug"
"3174",37754,8,23,2003,303,20,NA,23,"PB","F","","","","","","E","",26,39,"467A7C","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Aug"
"3175",37810,8,24,2003,303,3,NA,53,"PP","F","","","","","","E","",21,20,"40511E","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Aug"
"3176",37874,8,24,2003,303,8,NA,25,"PB","F","","","","","","E","",26,34,"26363","","0","","0","0","",NA,"","","control",NA,"all_ants","Aug"
