"","month","year","treatment","reproductive","abundance","proportion","sex","species"
"1011",9,2014,"exclosure",3,43,0.0697674418604651,"female","PP"
"1012",10,2011,"control",7,94,0.074468085106383,"female","PP"
"1013",8,2001,"control",1,13,0.0769230769230769,"female","PP"
"1014",8,2003,"exclosure",1,13,0.0769230769230769,"female","PP"
"1015",10,1995,"exclosure",1,13,0.0769230769230769,"female","PP"
"1016",4,2009,"control",1,12,0.0833333333333333,"female","PP"
"1017",6,2009,"control",2,24,0.0833333333333333,"female","PP"
"1018",7,2007,"control",5,56,0.0892857142857143,"female","PP"
"1019",5,2008,"exclosure",1,11,0.0909090909090909,"female","PP"
"1020",8,2008,"exclosure",1,11,0.0909090909090909,"female","PP"
"1021",9,2004,"control",2,22,0.0909090909090909,"female","PP"
"1022",10,2011,"exclosure",9,95,0.0947368421052632,"female","PP"
"1023",4,2002,"control",1,10,0.1,"female","PP"
"1024",5,2013,"control",3,30,0.1,"female","PP"
"1025",7,2007,"exclosure",2,20,0.1,"female","PP"
"1026",7,2009,"exclosure",1,10,0.1,"female","PP"
"1027",8,2009,"control",1,10,0.1,"female","PP"
"1028",12,1995,"exclosure",1,10,0.1,"female","PP"
"1029",12,2006,"exclosure",3,29,0.103448275862069,"female","PP"
"1030",7,2011,"control",2,19,0.105263157894737,"female","PP"
"1031",11,2006,"exclosure",4,37,0.108108108108108,"female","PP"
"1032",4,2011,"control",1,9,0.111111111111111,"female","PP"
"1033",5,2009,"control",1,9,0.111111111111111,"female","PP"
"1034",7,2005,"control",3,27,0.111111111111111,"female","PP"
"1035",10,2005,"control",2,17,0.117647058823529,"female","PP"
"1036",3,2003,"control",1,8,0.125,"female","PP"
"1037",9,2001,"control",1,8,0.125,"female","PP"
"1038",6,2009,"exclosure",2,15,0.133333333333333,"female","PP"
"1039",6,2008,"control",6,44,0.136363636363636,"female","PP"
"1040",4,2002,"exclosure",1,7,0.142857142857143,"female","PP"
"1041",4,2006,"exclosure",1,7,0.142857142857143,"female","PP"
"1042",4,2011,"exclosure",2,14,0.142857142857143,"female","PP"
"1043",6,2005,"exclosure",1,7,0.142857142857143,"female","PP"
"1044",8,1998,"exclosure",1,7,0.142857142857143,"female","PP"
"1045",8,2004,"exclosure",1,7,0.142857142857143,"female","PP"
"1046",8,2009,"exclosure",1,7,0.142857142857143,"female","PP"
"1047",9,2010,"control",5,34,0.147058823529412,"female","PP"
"1048",6,2007,"exclosure",3,20,0.15,"female","PP"
"1049",9,2013,"exclosure",6,38,0.157894736842105,"female","PP"
"1050",6,2003,"control",5,31,0.161290322580645,"female","PP"
"1051",6,1993,"exclosure",2,12,0.166666666666667,"female","PP"
"1052",6,2000,"control",1,6,0.166666666666667,"female","PP"
"1053",8,1993,"exclosure",1,6,0.166666666666667,"female","PP"
"1054",8,1996,"exclosure",2,12,0.166666666666667,"female","PP"
"1055",8,2000,"exclosure",1,6,0.166666666666667,"female","PP"
"1056",9,2013,"control",7,42,0.166666666666667,"female","PP"
"1057",12,2006,"control",7,42,0.166666666666667,"female","PP"
"1058",6,2014,"control",17,98,0.173469387755102,"female","PP"
"1059",4,2013,"exclosure",4,21,0.19047619047619,"female","PP"
"1060",9,2010,"exclosure",5,26,0.192307692307692,"female","PP"
"1061",6,2008,"exclosure",7,36,0.194444444444444,"female","PP"
"1062",3,2003,"exclosure",1,5,0.2,"female","PP"
"1063",3,2006,"control",1,5,0.2,"female","PP"
"1064",4,1993,"exclosure",1,5,0.2,"female","PP"
"1065",4,2006,"control",4,20,0.2,"female","PP"
"1066",5,2003,"exclosure",2,10,0.2,"female","PP"
"1067",5,2005,"exclosure",1,5,0.2,"female","PP"
"1068",6,1997,"control",1,5,0.2,"female","PP"
"1069",7,2005,"exclosure",1,5,0.2,"female","PP"
"1070",8,1998,"control",1,5,0.2,"female","PP"
"1071",9,1994,"exclosure",1,5,0.2,"female","PP"
"1072",6,2007,"control",10,48,0.208333333333333,"female","PP"
"1073",6,2012,"control",12,56,0.214285714285714,"female","PP"
"1074",7,2011,"exclosure",8,37,0.216216216216216,"female","PP"
"1075",4,2012,"control",5,23,0.217391304347826,"female","PP"
"1076",4,2010,"exclosure",2,9,0.222222222222222,"female","PP"
"1077",5,2011,"control",8,36,0.222222222222222,"female","PP"
"1078",7,2010,"exclosure",2,9,0.222222222222222,"female","PP"
"1079",5,2014,"control",3,13,0.230769230769231,"female","PP"
"1080",8,1995,"control",3,13,0.230769230769231,"female","PP"
"1081",8,2011,"exclosure",21,90,0.233333333333333,"female","PP"
"1082",3,1996,"exclosure",1,4,0.25,"female","PP"
"1083",4,2001,"control",1,4,0.25,"female","PP"
"1084",5,2009,"exclosure",1,4,0.25,"female","PP"
"1085",5,2010,"exclosure",1,4,0.25,"female","PP"
"1086",6,2000,"exclosure",1,4,0.25,"female","PP"
"1087",6,2005,"control",4,16,0.25,"female","PP"
"1088",6,2012,"exclosure",14,56,0.25,"female","PP"
"1089",7,1995,"exclosure",2,8,0.25,"female","PP"
"1090",7,1997,"control",3,12,0.25,"female","PP"
"1091",9,1995,"exclosure",5,20,0.25,"female","PP"
"1092",4,2007,"control",8,31,0.258064516129032,"female","PP"
"1093",3,2014,"control",5,19,0.263157894736842,"female","PP"
"1094",6,2014,"exclosure",19,72,0.263888888888889,"female","PP"
"1095",5,2007,"exclosure",4,15,0.266666666666667,"female","PP"
"1096",5,2014,"exclosure",4,15,0.266666666666667,"female","PP"
"1097",8,2011,"control",17,62,0.274193548387097,"female","PP"
"1098",7,2006,"control",11,39,0.282051282051282,"female","PP"
"1099",7,1996,"exclosure",2,7,0.285714285714286,"female","PP"
"1100",6,1995,"exclosure",3,10,0.3,"female","PP"
"1101",5,2013,"exclosure",6,19,0.315789473684211,"female","PP"
"1102",3,2005,"exclosure",1,3,0.333333333333333,"female","PP"
"1103",4,1993,"control",1,3,0.333333333333333,"female","PP"
"1104",4,2000,"control",1,3,0.333333333333333,"female","PP"
"1105",4,2014,"control",7,21,0.333333333333333,"female","PP"
"1106",5,1998,"exclosure",1,3,0.333333333333333,"female","PP"
"1107",5,2006,"exclosure",5,15,0.333333333333333,"female","PP"
"1108",6,1998,"exclosure",1,3,0.333333333333333,"female","PP"
"1109",6,2002,"control",4,12,0.333333333333333,"female","PP"
"1110",7,1994,"exclosure",1,3,0.333333333333333,"female","PP"
"1111",8,1995,"exclosure",4,12,0.333333333333333,"female","PP"
"1112",8,1996,"control",2,6,0.333333333333333,"female","PP"
"1113",10,2006,"control",10,29,0.344827586206897,"female","PP"
"1114",5,2011,"exclosure",12,34,0.352941176470588,"female","PP"
"1115",7,2010,"control",5,14,0.357142857142857,"female","PP"
"1116",7,2000,"control",4,11,0.363636363636364,"female","PP"
"1117",5,2006,"control",6,16,0.375,"female","PP"
"1118",6,1996,"control",3,8,0.375,"female","PP"
"1119",5,2003,"control",11,29,0.379310344827586,"female","PP"
"1120",7,2002,"exclosure",5,13,0.384615384615385,"female","PP"
"1121",5,2007,"control",12,31,0.387096774193548,"female","PP"
"1122",4,1997,"exclosure",4,10,0.4,"female","PP"
"1123",4,2014,"exclosure",6,15,0.4,"female","PP"
"1124",5,2010,"control",2,5,0.4,"female","PP"
"1125",7,1998,"exclosure",2,5,0.4,"female","PP"
"1126",7,2006,"exclosure",12,30,0.4,"female","PP"
"1127",4,2007,"exclosure",7,17,0.411764705882353,"female","PP"
"1128",6,1997,"exclosure",5,12,0.416666666666667,"female","PP"
"1129",7,1995,"control",5,12,0.416666666666667,"female","PP"
"1130",10,2006,"exclosure",11,26,0.423076923076923,"female","PP"
"1131",6,1996,"exclosure",3,7,0.428571428571429,"female","PP"
"1132",7,2004,"control",7,16,0.4375,"female","PP"
"1133",5,1997,"exclosure",4,9,0.444444444444444,"female","PP"
"1134",3,2000,"exclosure",1,2,0.5,"female","PP"
"1135",3,2010,"exclosure",1,2,0.5,"female","PP"
"1136",5,1996,"exclosure",1,2,0.5,"female","PP"
"1137",5,2002,"control",4,8,0.5,"female","PP"
"1138",5,2002,"exclosure",4,8,0.5,"female","PP"
"1139",5,2004,"exclosure",1,2,0.5,"female","PP"
"1140",6,1993,"control",1,2,0.5,"female","PP"
"1141",7,2000,"exclosure",3,6,0.5,"female","PP"
"1142",10,2001,"control",1,2,0.5,"female","PP"
"1143",9,2006,"exclosure",7,13,0.538461538461538,"female","PP"
"1144",4,2005,"control",10,18,0.555555555555556,"female","PP"
"1145",5,2005,"control",10,18,0.555555555555556,"female","PP"
"1146",7,1993,"exclosure",5,9,0.555555555555556,"female","PP"
"1147",4,2012,"exclosure",9,16,0.5625,"female","PP"
"1148",6,2004,"exclosure",4,7,0.571428571428571,"female","PP"
"1149",7,1998,"control",4,7,0.571428571428571,"female","PP"
"1150",4,2005,"exclosure",3,5,0.6,"female","PP"
"1151",4,1996,"exclosure",5,8,0.625,"female","PP"
"1152",6,2002,"exclosure",6,9,0.666666666666667,"female","PP"
"1153",7,1996,"control",2,3,0.666666666666667,"female","PP"
"1154",9,1999,"exclosure",2,3,0.666666666666667,"female","PP"
"1155",9,2006,"control",14,21,0.666666666666667,"female","PP"
"1156",10,1999,"control",2,3,0.666666666666667,"female","PP"
"1157",6,2004,"control",11,16,0.6875,"female","PP"
"1158",5,2004,"control",7,10,0.7,"female","PP"
"1159",8,1994,"exclosure",3,4,0.75,"female","PP"
"1160",5,1997,"control",4,5,0.8,"female","PP"
"1161",5,1993,"exclosure",1,1,1,"female","PP"
"1162",5,1998,"control",1,1,1,"female","PP"
"1163",5,2001,"control",1,1,1,"female","PP"
"1164",5,2001,"exclosure",1,1,1,"female","PP"
"1165",7,1991,"exclosure",1,1,1,"female","PP"
"1166",9,1999,"control",1,1,1,"female","PP"
"1167",1,1996,"exclosure",0,2,0,"female","PP"
"1168",1,2005,"control",0,2,0,"female","PP"
"1169",1,2006,"control",0,5,0,"female","PP"
"1170",1,2006,"exclosure",0,4,0,"female","PP"
"1171",1,2008,"exclosure",0,1,0,"female","PP"
"1172",1,2012,"control",0,2,0,"female","PP"
"1173",1,2012,"exclosure",0,2,0,"female","PP"
"1174",2,1996,"control",0,1,0,"female","PP"
"1175",2,1996,"exclosure",0,3,0,"female","PP"
"1176",2,2000,"control",0,2,0,"female","PP"
"1177",2,2002,"control",0,1,0,"female","PP"
"1178",2,2002,"exclosure",0,1,0,"female","PP"
"1179",2,2003,"control",0,1,0,"female","PP"
"1180",2,2003,"exclosure",0,1,0,"female","PP"
"1181",2,2007,"control",0,21,0,"female","PP"
"1182",2,2007,"exclosure",0,13,0,"female","PP"
"1183",2,2008,"exclosure",0,1,0,"female","PP"
"1184",2,2010,"control",0,1,0,"female","PP"
"1185",2,2010,"exclosure",0,1,0,"female","PP"
"1186",2,2012,"control",0,3,0,"female","PP"
"1187",2,2012,"exclosure",0,3,0,"female","PP"
"1188",2,2014,"exclosure",0,1,0,"female","PP"
"1189",3,1996,"control",0,4,0,"female","PP"
"1190",3,2000,"control",0,1,0,"female","PP"
"1191",3,2001,"control",0,1,0,"female","PP"
"1192",3,2002,"control",0,1,0,"female","PP"
"1193",3,2002,"exclosure",0,1,0,"female","PP"
"1194",3,2005,"control",0,7,0,"female","PP"
"1195",3,2006,"exclosure",0,4,0,"female","PP"
"1196",3,2007,"exclosure",0,22,0,"female","PP"
"1197",3,2008,"control",0,1,0,"female","PP"
"1198",3,2008,"exclosure",0,1,0,"female","PP"
"1199",3,2009,"control",0,1,0,"female","PP"
"1200",3,2009,"exclosure",0,1,0,"female","PP"
"1201",3,2011,"exclosure",0,1,0,"female","PP"
"1202",3,2012,"control",0,5,0,"female","PP"
"1203",3,2012,"exclosure",0,6,0,"female","PP"
"1204",3,2013,"control",0,2,0,"female","PP"
"1205",3,2013,"exclosure",0,2,0,"female","PP"
"1206",4,1991,"control",0,1,0,"female","PP"
"1207",4,1994,"control",0,1,0,"female","PP"
"1208",4,1995,"exclosure",0,2,0,"female","PP"
"1209",4,1996,"control",0,8,0,"female","PP"
"1210",4,1997,"control",0,7,0,"female","PP"
"1211",4,1999,"exclosure",0,1,0,"female","PP"
"1212",4,2000,"exclosure",0,6,0,"female","PP"
"1213",4,2004,"control",0,3,0,"female","PP"
"1214",4,2004,"exclosure",0,2,0,"female","PP"
"1215",4,2008,"control",0,4,0,"female","PP"
"1216",4,2008,"exclosure",0,5,0,"female","PP"
"1217",4,2009,"exclosure",0,6,0,"female","PP"
"1218",4,2010,"control",0,6,0,"female","PP"
"1219",4,2013,"control",0,19,0,"female","PP"
"1220",5,1988,"exclosure",0,1,0,"female","PP"
"1221",5,1991,"control",0,1,0,"female","PP"
"1222",5,1993,"control",0,1,0,"female","PP"
"1223",5,1994,"exclosure",0,2,0,"female","PP"
"1224",5,1996,"control",0,4,0,"female","PP"
"1225",5,1999,"exclosure",0,1,0,"female","PP"
"1226",5,2008,"control",0,20,0,"female","PP"
"1227",6,1988,"exclosure",0,1,0,"female","PP"
"1228",6,1991,"control",0,1,0,"female","PP"
"1229",6,1994,"exclosure",0,4,0,"female","PP"
"1230",6,1995,"control",0,2,0,"female","PP"
"1231",6,1998,"control",0,2,0,"female","PP"
"1232",6,1999,"control",0,2,0,"female","PP"
"1233",6,1999,"exclosure",0,2,0,"female","PP"
"1234",6,2003,"exclosure",0,19,0,"female","PP"
"1235",7,1988,"exclosure",0,1,0,"female","PP"
"1236",7,1989,"exclosure",0,1,0,"female","PP"
"1237",7,1991,"control",0,1,0,"female","PP"
"1238",7,1992,"exclosure",0,1,0,"female","PP"
"1239",7,2002,"control",0,20,0,"female","PP"
"1240",7,2004,"exclosure",0,6,0,"female","PP"
"1241",7,2008,"control",0,10,0,"female","PP"
"1242",7,2008,"exclosure",0,9,0,"female","PP"
"1243",8,1988,"exclosure",0,1,0,"female","PP"
"1244",8,1991,"exclosure",0,3,0,"female","PP"
"1245",8,1992,"exclosure",0,1,0,"female","PP"
"1246",8,1993,"control",0,1,0,"female","PP"
"1247",8,1994,"control",0,1,0,"female","PP"
"1248",8,2000,"control",0,9,0,"female","PP"
"1249",8,2001,"exclosure",0,11,0,"female","PP"
"1250",8,2003,"control",0,17,0,"female","PP"
"1251",8,2004,"control",0,16,0,"female","PP"
"1252",8,2012,"control",0,76,0,"female","PP"
"1253",8,2012,"exclosure",0,68,0,"female","PP"
"1254",9,1989,"control",0,1,0,"female","PP"
"1255",9,1991,"exclosure",0,1,0,"female","PP"
"1256",9,1993,"exclosure",0,5,0,"female","PP"
"1257",9,1994,"control",0,1,0,"female","PP"
"1258",9,1996,"control",0,3,0,"female","PP"
"1259",9,1996,"exclosure",0,9,0,"female","PP"
"1260",9,1997,"control",0,1,0,"female","PP"
"1261",9,1997,"exclosure",0,1,0,"female","PP"
"1262",9,1998,"control",0,1,0,"female","PP"
"1263",9,1998,"exclosure",0,1,0,"female","PP"
"1264",9,2000,"control",0,1,0,"female","PP"
"1265",9,2001,"exclosure",0,10,0,"female","PP"
"1266",9,2002,"control",0,3,0,"female","PP"
"1267",9,2002,"exclosure",0,2,0,"female","PP"
"1268",9,2003,"control",0,6,0,"female","PP"
"1269",9,2003,"exclosure",0,6,0,"female","PP"
"1270",9,2004,"exclosure",0,9,0,"female","PP"
"1271",9,2005,"control",0,55,0,"female","PP"
"1272",9,2005,"exclosure",0,30,0,"female","PP"
"1273",9,2008,"control",0,15,0,"female","PP"
"1274",9,2008,"exclosure",0,10,0,"female","PP"
"1275",9,2009,"control",0,2,0,"female","PP"
"1276",9,2009,"exclosure",0,2,0,"female","PP"
"1277",10,1989,"exclosure",0,1,0,"female","PP"
"1278",10,1991,"control",0,1,0,"female","PP"
"1279",10,1991,"exclosure",0,2,0,"female","PP"
"1280",10,1993,"exclosure",0,3,0,"female","PP"
"1281",10,1994,"control",0,1,0,"female","PP"
"1282",10,1994,"exclosure",0,5,0,"female","PP"
"1283",10,1995,"control",0,14,0,"female","PP"
"1284",10,1996,"exclosure",0,3,0,"female","PP"
"1285",10,1997,"exclosure",0,1,0,"female","PP"
"1286",10,1999,"exclosure",0,1,0,"female","PP"
"1287",10,2000,"exclosure",0,2,0,"female","PP"
"1288",10,2001,"exclosure",0,4,0,"female","PP"
"1289",10,2002,"control",0,11,0,"female","PP"
"1290",10,2002,"exclosure",0,5,0,"female","PP"
"1291",10,2003,"control",0,2,0,"female","PP"
"1292",10,2004,"control",0,14,0,"female","PP"
"1293",10,2004,"exclosure",0,9,0,"female","PP"
"1294",10,2005,"exclosure",0,8,0,"female","PP"
"1295",10,2007,"control",0,13,0,"female","PP"
"1296",10,2007,"exclosure",0,8,0,"female","PP"
"1297",10,2008,"control",0,4,0,"female","PP"
"1298",10,2008,"exclosure",0,2,0,"female","PP"
"1299",10,2009,"exclosure",0,1,0,"female","PP"
"1300",10,2012,"control",0,40,0,"female","PP"
"1301",10,2012,"exclosure",0,36,0,"female","PP"
"1302",10,2014,"control",0,24,0,"female","PP"
"1303",10,2014,"exclosure",0,24,0,"female","PP"
"1304",11,1996,"exclosure",0,1,0,"female","PP"
"1305",11,1999,"control",0,4,0,"female","PP"
"1306",11,1999,"exclosure",0,1,0,"female","PP"
"1307",11,2001,"exclosure",0,1,0,"female","PP"
"1308",11,2002,"control",0,2,0,"female","PP"
"1309",11,2002,"exclosure",0,2,0,"female","PP"
"1310",11,2003,"control",0,1,0,"female","PP"
"1311",11,2005,"control",0,9,0,"female","PP"
"1312",11,2005,"exclosure",0,8,0,"female","PP"
"1313",11,2007,"control",0,8,0,"female","PP"
"1314",11,2007,"exclosure",0,5,0,"female","PP"
"1315",11,2008,"control",0,1,0,"female","PP"
"1316",11,2008,"exclosure",0,1,0,"female","PP"
"1317",11,2010,"control",0,10,0,"female","PP"
"1318",11,2010,"exclosure",0,13,0,"female","PP"
"1319",11,2012,"control",0,11,0,"female","PP"
"1320",11,2012,"exclosure",0,11,0,"female","PP"
"1321",11,2013,"control",0,18,0,"female","PP"
"1322",11,2013,"exclosure",0,23,0,"female","PP"
"1323",11,2014,"control",0,10,0,"female","PP"
"1324",11,2014,"exclosure",0,18,0,"female","PP"
"1325",12,1995,"control",0,2,0,"female","PP"
"1326",12,1999,"control",0,1,0,"female","PP"
"1327",12,1999,"exclosure",0,3,0,"female","PP"
"1328",12,2002,"exclosure",0,2,0,"female","PP"
"1329",12,2004,"control",0,2,0,"female","PP"
"1330",12,2004,"exclosure",0,1,0,"female","PP"
"1331",12,2005,"control",0,1,0,"female","PP"
"1332",12,2005,"exclosure",0,1,0,"female","PP"
"1333",12,2007,"exclosure",0,2,0,"female","PP"
"1334",12,2012,"control",0,2,0,"female","PP"
"1335",12,2012,"exclosure",0,2,0,"female","PP"
"1336",12,2013,"exclosure",0,1,0,"female","PP"
"1337",5,2011,"control",1,15,0.0666666666666667,"male","DM"
"1338",6,1991,"control",1,15,0.0666666666666667,"male","DM"
"1339",10,1992,"control",1,15,0.0666666666666667,"male","DM"
"1340",4,2006,"control",1,13,0.0769230769230769,"male","DM"
"1341",5,2014,"control",1,13,0.0769230769230769,"male","DM"
"1342",12,2006,"control",1,13,0.0769230769230769,"male","DM"
"1343",2,1996,"control",2,24,0.0833333333333333,"male","DM"
"1344",2,2011,"control",1,12,0.0833333333333333,"male","DM"
"1345",5,2007,"control",1,12,0.0833333333333333,"male","DM"
"1346",12,1996,"control",2,24,0.0833333333333333,"male","DM"
"1347",3,2011,"control",1,11,0.0909090909090909,"male","DM"
"1348",5,1988,"control",1,11,0.0909090909090909,"male","DM"
"1349",8,1998,"control",1,11,0.0909090909090909,"male","DM"
"1350",12,1993,"control",1,11,0.0909090909090909,"male","DM"
"1351",1,1998,"control",1,10,0.1,"male","DM"
"1352",7,2003,"control",1,10,0.1,"male","DM"
"1353",8,1992,"control",1,10,0.1,"male","DM"
"1354",12,2012,"control",3,30,0.1,"male","DM"
"1355",11,1996,"control",2,19,0.105263157894737,"male","DM"
"1356",2,2010,"control",1,9,0.111111111111111,"male","DM"
"1357",3,2009,"control",1,9,0.111111111111111,"male","DM"
"1358",4,2010,"control",1,9,0.111111111111111,"male","DM"
"1359",6,1993,"control",1,9,0.111111111111111,"male","DM"
"1360",9,1998,"control",2,18,0.111111111111111,"male","DM"
"1361",9,2003,"control",1,9,0.111111111111111,"male","DM"
"1362",11,2010,"control",1,9,0.111111111111111,"male","DM"
"1363",12,1998,"control",3,27,0.111111111111111,"male","DM"
"1364",2,1998,"control",2,17,0.117647058823529,"male","DM"
"1365",10,2007,"control",2,17,0.117647058823529,"male","DM"
"1366",11,1998,"control",3,25,0.12,"male","DM"
"1367",2,1993,"control",1,8,0.125,"male","DM"
"1368",11,2003,"control",1,8,0.125,"male","DM"
"1369",12,1989,"control",2,16,0.125,"male","DM"
"1370",12,1992,"control",1,8,0.125,"male","DM"
"1371",12,2004,"control",1,8,0.125,"male","DM"
"1372",12,2005,"control",1,8,0.125,"male","DM"
"1373",3,1990,"control",2,15,0.133333333333333,"male","DM"
"1374",6,1998,"control",2,15,0.133333333333333,"male","DM"
"1375",11,1990,"control",2,15,0.133333333333333,"male","DM"
"1376",3,2008,"control",3,21,0.142857142857143,"male","DM"
"1377",5,2005,"control",1,7,0.142857142857143,"male","DM"
"1378",7,2010,"control",1,7,0.142857142857143,"male","DM"
"1379",7,2011,"control",1,7,0.142857142857143,"male","DM"
"1380",9,1992,"control",2,14,0.142857142857143,"male","DM"
"1381",9,2000,"control",1,7,0.142857142857143,"male","DM"
"1382",9,2005,"control",2,14,0.142857142857143,"male","DM"
"1383",9,2012,"control",3,21,0.142857142857143,"male","DM"
"1384",10,1988,"control",2,14,0.142857142857143,"male","DM"
"1385",11,2012,"control",3,21,0.142857142857143,"male","DM"
"1386",12,1991,"control",2,14,0.142857142857143,"male","DM"
"1387",1,1996,"control",4,27,0.148148148148148,"male","DM"
"1388",1,2013,"control",4,27,0.148148148148148,"male","DM"
"1389",10,1996,"control",3,20,0.15,"male","DM"
"1390",1,1992,"control",2,13,0.153846153846154,"male","DM"
"1391",2,2012,"control",2,13,0.153846153846154,"male","DM"
"1392",6,1988,"control",2,13,0.153846153846154,"male","DM"
"1393",7,2012,"control",4,26,0.153846153846154,"male","DM"
"1394",11,2001,"control",2,13,0.153846153846154,"male","DM"
"1395",12,1994,"control",2,13,0.153846153846154,"male","DM"
"1396",4,2008,"control",3,19,0.157894736842105,"male","DM"
"1397",9,1996,"control",3,19,0.157894736842105,"male","DM"
"1398",10,1990,"control",3,19,0.157894736842105,"male","DM"
"1399",11,2007,"control",3,19,0.157894736842105,"male","DM"
"1400",10,2012,"control",4,25,0.16,"male","DM"
"1401",3,2014,"control",10,62,0.161290322580645,"male","DM"
"1402",8,1996,"control",2,12,0.166666666666667,"male","DM"
"1403",8,2000,"control",2,12,0.166666666666667,"male","DM"
"1404",10,2000,"control",1,6,0.166666666666667,"male","DM"
"1405",11,1988,"control",2,12,0.166666666666667,"male","DM"
"1406",11,1994,"control",2,12,0.166666666666667,"male","DM"
"1407",12,1999,"control",1,6,0.166666666666667,"male","DM"
"1408",6,1997,"control",5,29,0.172413793103448,"male","DM"
"1409",10,1998,"control",3,17,0.176470588235294,"male","DM"
"1410",11,2014,"control",3,17,0.176470588235294,"male","DM"
"1411",3,1995,"control",2,11,0.181818181818182,"male","DM"
"1412",8,2005,"control",2,11,0.181818181818182,"male","DM"
"1413",11,2000,"control",2,11,0.181818181818182,"male","DM"
"1414",11,2002,"control",2,11,0.181818181818182,"male","DM"
"1415",12,2003,"control",2,11,0.181818181818182,"male","DM"
"1416",2,2014,"control",8,43,0.186046511627907,"male","DM"
"1417",8,2012,"control",5,26,0.192307692307692,"male","DM"
"1418",1,2000,"control",2,10,0.2,"male","DM"
"1419",1,2012,"control",4,20,0.2,"male","DM"
"1420",4,1993,"control",1,5,0.2,"male","DM"
"1421",4,1995,"control",5,25,0.2,"male","DM"
"1422",4,2005,"control",1,5,0.2,"male","DM"
"1423",4,2011,"control",2,10,0.2,"male","DM"
"1424",7,1991,"control",3,15,0.2,"male","DM"
"1425",7,1997,"control",10,50,0.2,"male","DM"
"1426",7,2002,"control",1,5,0.2,"male","DM"
"1427",8,2003,"control",2,10,0.2,"male","DM"
"1428",10,1994,"control",3,15,0.2,"male","DM"
"1429",10,2005,"control",1,5,0.2,"male","DM"
"1430",11,2005,"control",2,10,0.2,"male","DM"
"1431",6,2012,"control",6,29,0.206896551724138,"male","DM"
"1432",10,2014,"control",5,24,0.208333333333333,"male","DM"
"1433",2,1997,"control",9,43,0.209302325581395,"male","DM"
"1434",3,2006,"control",4,19,0.210526315789474,"male","DM"
"1435",2,1990,"control",3,14,0.214285714285714,"male","DM"
"1436",4,1997,"control",6,28,0.214285714285714,"male","DM"
"1437",5,1994,"control",3,14,0.214285714285714,"male","DM"
"1438",6,2008,"control",9,42,0.214285714285714,"male","DM"
"1439",8,1991,"control",3,14,0.214285714285714,"male","DM"
"1440",9,1991,"control",3,14,0.214285714285714,"male","DM"
"1441",10,2001,"control",3,14,0.214285714285714,"male","DM"
"1442",11,1989,"control",3,14,0.214285714285714,"male","DM"
"1443",1,1995,"control",2,9,0.222222222222222,"male","DM"
"1444",1,2001,"control",2,9,0.222222222222222,"male","DM"
"1445",4,2000,"control",2,9,0.222222222222222,"male","DM"
"1446",4,2004,"control",2,9,0.222222222222222,"male","DM"
"1447",4,2009,"control",2,9,0.222222222222222,"male","DM"
"1448",8,1988,"control",2,9,0.222222222222222,"male","DM"
"1449",9,1990,"control",2,9,0.222222222222222,"male","DM"
"1450",11,2013,"control",6,27,0.222222222222222,"male","DM"
"1451",12,2000,"control",2,9,0.222222222222222,"male","DM"
"1452",12,2013,"control",7,31,0.225806451612903,"male","DM"
"1453",3,1997,"control",12,53,0.226415094339623,"male","DM"
"1454",2,2008,"control",5,22,0.227272727272727,"male","DM"
"1455",4,1996,"control",5,22,0.227272727272727,"male","DM"
"1456",7,1989,"control",5,22,0.227272727272727,"male","DM"
"1457",2,1995,"control",3,13,0.230769230769231,"male","DM"
"1458",2,2013,"control",6,26,0.230769230769231,"male","DM"
"1459",4,1990,"control",3,13,0.230769230769231,"male","DM"
"1460",7,2008,"control",3,13,0.230769230769231,"male","DM"
"1461",8,2001,"control",3,13,0.230769230769231,"male","DM"
"1462",10,1993,"control",3,13,0.230769230769231,"male","DM"
"1463",10,2011,"control",3,13,0.230769230769231,"male","DM"
"1464",3,2013,"control",7,30,0.233333333333333,"male","DM"
"1465",6,2007,"control",4,17,0.235294117647059,"male","DM"
"1466",7,1995,"control",4,17,0.235294117647059,"male","DM"
"1467",2,1991,"control",5,21,0.238095238095238,"male","DM"
"1468",4,1999,"control",5,21,0.238095238095238,"male","DM"
"1469",5,2008,"control",5,21,0.238095238095238,"male","DM"
"1470",9,2013,"control",5,21,0.238095238095238,"male","DM"
"1471",1,1991,"control",4,16,0.25,"male","DM"
"1472",3,1994,"control",4,16,0.25,"male","DM"
"1473",3,2003,"control",7,28,0.25,"male","DM"
"1474",4,2002,"control",3,12,0.25,"male","DM"
"1475",5,1991,"control",3,12,0.25,"male","DM"
"1476",5,2009,"control",3,12,0.25,"male","DM"
"1477",6,1990,"control",3,12,0.25,"male","DM"
"1478",7,1994,"control",2,8,0.25,"male","DM"
"1479",7,1998,"control",3,12,0.25,"male","DM"
"1480",8,2011,"control",3,12,0.25,"male","DM"
"1481",10,1989,"control",3,12,0.25,"male","DM"
"1482",10,2003,"control",2,8,0.25,"male","DM"
"1483",10,2004,"control",1,4,0.25,"male","DM"
"1484",5,1998,"control",11,43,0.255813953488372,"male","DM"
"1485",2,1999,"control",5,19,0.263157894736842,"male","DM"
"1486",3,1999,"control",5,19,0.263157894736842,"male","DM"
"1487",1,1988,"control",4,15,0.266666666666667,"male","DM"
"1488",1,1989,"control",4,15,0.266666666666667,"male","DM"
